"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1387349,"Intentionâ€“behaviour misalignment at B2C websites: when the horse brings itself to water, will it drink?",Issue 1,"Volume 27, 2018 - Issue 1","We examine factors leading to intention-behaviour misalignment during the current website visit for two groups of website visitors: (1) “directed buyers” who visit with an a priori intention to purchase on the current visit but end up not doing so, and (2) “search/deliberators” who visit with an a priori intention to only gather information for a specific future purchase but end up making a purchase during the current visit. A qualitative study analysed responses by 2660 visitors to the websites of a large hotel management company, 749 of whom acted against their a priori purchase intentions. Based on the results, we propose a theoretical model of factors influencing the intention-behaviour relationship, emphasising those factors that have received little attention in extant research and that have noticeably different impacts for each group, in either facilitating or inhibiting purchasing behaviour. We further explore the interrelationships between various types of uncertainty, anticipated action and inaction regret, and disconfirmed expectations in distorting the intention-behaviour relationship. We close with suggested topics for future research.","['B2C e-commerce', 'intention-behaviour misalignment', 'uncertainty', 'anticipated regret', 'inhibitors', 'causal asymmetry']",Elena Karahanna,https://www.tandfonline.com/author/Karahanna%2C+Elena,"Management Information Systems Department, Terry College of Business, University of Georgia, Athens, GA, USA",
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1387349,"Intentionâ€“behaviour misalignment at B2C websites: when the horse brings itself to water, will it drink?",Issue 1,"Volume 27, 2018 - Issue 1","We examine factors leading to intention-behaviour misalignment during the current website visit for two groups of website visitors: (1) “directed buyers” who visit with an a priori intention to purchase on the current visit but end up not doing so, and (2) “search/deliberators” who visit with an a priori intention to only gather information for a specific future purchase but end up making a purchase during the current visit. A qualitative study analysed responses by 2660 visitors to the websites of a large hotel management company, 749 of whom acted against their a priori purchase intentions. Based on the results, we propose a theoretical model of factors influencing the intention-behaviour relationship, emphasising those factors that have received little attention in extant research and that have noticeably different impacts for each group, in either facilitating or inhibiting purchasing behaviour. We further explore the interrelationships between various types of uncertainty, anticipated action and inaction regret, and disconfirmed expectations in distorting the intention-behaviour relationship. We close with suggested topics for future research.","['B2C e-commerce', 'intention-behaviour misalignment', 'uncertainty', 'anticipated regret', 'inhibitors', 'causal asymmetry']",Larry Seligman,https://www.tandfonline.com/author/Seligman%2C+Larry,,
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1387349,"Intentionâ€“behaviour misalignment at B2C websites: when the horse brings itself to water, will it drink?",Issue 1,"Volume 27, 2018 - Issue 1","We examine factors leading to intention-behaviour misalignment during the current website visit for two groups of website visitors: (1) “directed buyers” who visit with an a priori intention to purchase on the current visit but end up not doing so, and (2) “search/deliberators” who visit with an a priori intention to only gather information for a specific future purchase but end up making a purchase during the current visit. A qualitative study analysed responses by 2660 visitors to the websites of a large hotel management company, 749 of whom acted against their a priori purchase intentions. Based on the results, we propose a theoretical model of factors influencing the intention-behaviour relationship, emphasising those factors that have received little attention in extant research and that have noticeably different impacts for each group, in either facilitating or inhibiting purchasing behaviour. We further explore the interrelationships between various types of uncertainty, anticipated action and inaction regret, and disconfirmed expectations in distorting the intention-behaviour relationship. We close with suggested topics for future research.","['B2C e-commerce', 'intention-behaviour misalignment', 'uncertainty', 'anticipated regret', 'inhibitors', 'causal asymmetry']",Pär Ågerfalk,https://www.tandfonline.com/author/%C3%85gerfalk%2C+P%C3%A4r,,
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1387349,"Intentionâ€“behaviour misalignment at B2C websites: when the horse brings itself to water, will it drink?",Issue 1,"Volume 27, 2018 - Issue 1","We examine factors leading to intention-behaviour misalignment during the current website visit for two groups of website visitors: (1) “directed buyers” who visit with an a priori intention to purchase on the current visit but end up not doing so, and (2) “search/deliberators” who visit with an a priori intention to only gather information for a specific future purchase but end up making a purchase during the current visit. A qualitative study analysed responses by 2660 visitors to the websites of a large hotel management company, 749 of whom acted against their a priori purchase intentions. Based on the results, we propose a theoretical model of factors influencing the intention-behaviour relationship, emphasising those factors that have received little attention in extant research and that have noticeably different impacts for each group, in either facilitating or inhibiting purchasing behaviour. We further explore the interrelationships between various types of uncertainty, anticipated action and inaction regret, and disconfirmed expectations in distorting the intention-behaviour relationship. We close with suggested topics for future research.","['B2C e-commerce', 'intention-behaviour misalignment', 'uncertainty', 'anticipated regret', 'inhibitors', 'causal asymmetry']",Iris Junglas,https://www.tandfonline.com/author/Junglas%2C+Iris,,
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1387713,Adding background music as new stimuli of interest to information systems research,Issue 1,"Volume 27, 2018 - Issue 1","Music is a self-evident crucial part of the human experience across cultures, with artefacts dating as far back as the last Ice Age. Music is, as well, an essential aspect of human communication, profoundly influencing the meaning of communication, perception, and behaviour. Music’s critical role is recognised in many disciplines, including anthropology, sociology, psychology, neuroscience, medicine, and marketing. The objective of this Issues and Opinions paper is to discuss theoretical insights concerning the effects of music stimuli, and to describe how that insight applies to Information and Communication Technology (ICT) contexts. As ICT becomes ever more ubiquitous, and as background music becomes ever more an integral part of ICT interfaces, including music in IS research presents increasing theoretical and practical importance.","['Background music', 'social bonding', 'congruence', 'distraction', 'physiological stress']",David Gefen,https://www.tandfonline.com/author/Gefen%2C+David,"Department of MIS, Drexel University, Philadelphia, PA, USA
Correspondence
gefend@drexel.edu",gefend@drexel.edu
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1387713,Adding background music as new stimuli of interest to information systems research,Issue 1,"Volume 27, 2018 - Issue 1","Music is a self-evident crucial part of the human experience across cultures, with artefacts dating as far back as the last Ice Age. Music is, as well, an essential aspect of human communication, profoundly influencing the meaning of communication, perception, and behaviour. Music’s critical role is recognised in many disciplines, including anthropology, sociology, psychology, neuroscience, medicine, and marketing. The objective of this Issues and Opinions paper is to discuss theoretical insights concerning the effects of music stimuli, and to describe how that insight applies to Information and Communication Technology (ICT) contexts. As ICT becomes ever more ubiquitous, and as background music becomes ever more an integral part of ICT interfaces, including music in IS research presents increasing theoretical and practical importance.","['Background music', 'social bonding', 'congruence', 'distraction', 'physiological stress']",René Riedl,https://www.tandfonline.com/author/Riedl%2C+Ren%C3%A9,"Digital Business, University of Applied Sciences Upper Austria, Steyr, Austria;Department of Business Informatics - Information Engineering, University of Linz, Linz, Austria",
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1387713,Adding background music as new stimuli of interest to information systems research,Issue 1,"Volume 27, 2018 - Issue 1","Music is a self-evident crucial part of the human experience across cultures, with artefacts dating as far back as the last Ice Age. Music is, as well, an essential aspect of human communication, profoundly influencing the meaning of communication, perception, and behaviour. Music’s critical role is recognised in many disciplines, including anthropology, sociology, psychology, neuroscience, medicine, and marketing. The objective of this Issues and Opinions paper is to discuss theoretical insights concerning the effects of music stimuli, and to describe how that insight applies to Information and Communication Technology (ICT) contexts. As ICT becomes ever more ubiquitous, and as background music becomes ever more an integral part of ICT interfaces, including music in IS research presents increasing theoretical and practical importance.","['Background music', 'social bonding', 'congruence', 'distraction', 'physiological stress']",Dov Te’eni,https://www.tandfonline.com/author/Te%27eni%2C+Dov,"Digital Business, University of Applied Sciences Upper Austria, Steyr, Austria;Department of Business Informatics - Information Engineering, University of Linz, Linz, Austria",
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1387713,Adding background music as new stimuli of interest to information systems research,Issue 1,"Volume 27, 2018 - Issue 1","Music is a self-evident crucial part of the human experience across cultures, with artefacts dating as far back as the last Ice Age. Music is, as well, an essential aspect of human communication, profoundly influencing the meaning of communication, perception, and behaviour. Music’s critical role is recognised in many disciplines, including anthropology, sociology, psychology, neuroscience, medicine, and marketing. The objective of this Issues and Opinions paper is to discuss theoretical insights concerning the effects of music stimuli, and to describe how that insight applies to Information and Communication Technology (ICT) contexts. As ICT becomes ever more ubiquitous, and as background music becomes ever more an integral part of ICT interfaces, including music in IS research presents increasing theoretical and practical importance.","['Background music', 'social bonding', 'congruence', 'distraction', 'physiological stress']",Ryad Titah,https://www.tandfonline.com/author/Titah%2C+Ryad,"Digital Business, University of Applied Sciences Upper Austria, Steyr, Austria;Department of Business Informatics - Information Engineering, University of Linz, Linz, Austria",
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1390187,Online health communities: how do community members build the trust required to adopt information and form close relationships?,Issue 1,"Volume 27, 2018 - Issue 1","Online Health Communities (OHCs) have become a popular avenue for people to share common concerns about a health topic. However, because users of these forums tend not to have formal medical training, they often cannot verify objectively the soundness of the advice provided. Thus, there is a need to understand better the mechanism through which people trust and utilise information found on these forums. In testing a theory-based trust model, we find that forum users accept advice more readily as they develop cognitive trust (trust based on a cognitive assessment) and/or affective trust (trust based on an emotional connection). Affective trust is also closely related to formation of relational closeness. This indicates that, while both forms of trust are important, the development of emotional connections provides for long-term OHCs interactions. Findings here, indicate that prior exchanges are not needed to access and utilise OHC community resources. However, trust (developed through prior exchanges) is required for a recipient to leverage the contributor’s social capital for information adoption and relational closeness. These findings allow the distribution of social capital to be viewed in terms of an asymmetrical model where it is possible to accept capital, in the form of advice, without first demonstrating trustworthiness. In the OHC setting the onus is on the contributor of advice to establish trustworthiness, whereas traditionally social capital theory requires receivers of capital to establish trust. These findings are important for site designers and provide insight to managers and developers of OHCs regarding the behaviours and motivations of forum users.","['Cognitive trust', 'affective trust', 'online health community', 'social capital', 'relational closeness']",Hanmei Fan,https://www.tandfonline.com/author/Fan%2C+Hanmei,"School of Computing and Information Systems, University of Melbourne, Victoria, Australia
Correspondence
fanhanmei@gmail.com",fanhanmei@gmail.com
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1390187,Online health communities: how do community members build the trust required to adopt information and form close relationships?,Issue 1,"Volume 27, 2018 - Issue 1","Online Health Communities (OHCs) have become a popular avenue for people to share common concerns about a health topic. However, because users of these forums tend not to have formal medical training, they often cannot verify objectively the soundness of the advice provided. Thus, there is a need to understand better the mechanism through which people trust and utilise information found on these forums. In testing a theory-based trust model, we find that forum users accept advice more readily as they develop cognitive trust (trust based on a cognitive assessment) and/or affective trust (trust based on an emotional connection). Affective trust is also closely related to formation of relational closeness. This indicates that, while both forms of trust are important, the development of emotional connections provides for long-term OHCs interactions. Findings here, indicate that prior exchanges are not needed to access and utilise OHC community resources. However, trust (developed through prior exchanges) is required for a recipient to leverage the contributor’s social capital for information adoption and relational closeness. These findings allow the distribution of social capital to be viewed in terms of an asymmetrical model where it is possible to accept capital, in the form of advice, without first demonstrating trustworthiness. In the OHC setting the onus is on the contributor of advice to establish trustworthiness, whereas traditionally social capital theory requires receivers of capital to establish trust. These findings are important for site designers and provide insight to managers and developers of OHCs regarding the behaviours and motivations of forum users.","['Cognitive trust', 'affective trust', 'online health community', 'social capital', 'relational closeness']",Reeva Lederman,https://www.tandfonline.com/author/Lederman%2C+Reeva,"School of Computing and Information Systems, University of Melbourne, Victoria, Australia",
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1390187,Online health communities: how do community members build the trust required to adopt information and form close relationships?,Issue 1,"Volume 27, 2018 - Issue 1","Online Health Communities (OHCs) have become a popular avenue for people to share common concerns about a health topic. However, because users of these forums tend not to have formal medical training, they often cannot verify objectively the soundness of the advice provided. Thus, there is a need to understand better the mechanism through which people trust and utilise information found on these forums. In testing a theory-based trust model, we find that forum users accept advice more readily as they develop cognitive trust (trust based on a cognitive assessment) and/or affective trust (trust based on an emotional connection). Affective trust is also closely related to formation of relational closeness. This indicates that, while both forms of trust are important, the development of emotional connections provides for long-term OHCs interactions. Findings here, indicate that prior exchanges are not needed to access and utilise OHC community resources. However, trust (developed through prior exchanges) is required for a recipient to leverage the contributor’s social capital for information adoption and relational closeness. These findings allow the distribution of social capital to be viewed in terms of an asymmetrical model where it is possible to accept capital, in the form of advice, without first demonstrating trustworthiness. In the OHC setting the onus is on the contributor of advice to establish trustworthiness, whereas traditionally social capital theory requires receivers of capital to establish trust. These findings are important for site designers and provide insight to managers and developers of OHCs regarding the behaviours and motivations of forum users.","['Cognitive trust', 'affective trust', 'online health community', 'social capital', 'relational closeness']",Frantz Rowe,https://www.tandfonline.com/author/Rowe%2C+Frantz,"School of Computing and Information Systems, University of Melbourne, Victoria, Australia",
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1390187,Online health communities: how do community members build the trust required to adopt information and form close relationships?,Issue 1,"Volume 27, 2018 - Issue 1","Online Health Communities (OHCs) have become a popular avenue for people to share common concerns about a health topic. However, because users of these forums tend not to have formal medical training, they often cannot verify objectively the soundness of the advice provided. Thus, there is a need to understand better the mechanism through which people trust and utilise information found on these forums. In testing a theory-based trust model, we find that forum users accept advice more readily as they develop cognitive trust (trust based on a cognitive assessment) and/or affective trust (trust based on an emotional connection). Affective trust is also closely related to formation of relational closeness. This indicates that, while both forms of trust are important, the development of emotional connections provides for long-term OHCs interactions. Findings here, indicate that prior exchanges are not needed to access and utilise OHC community resources. However, trust (developed through prior exchanges) is required for a recipient to leverage the contributor’s social capital for information adoption and relational closeness. These findings allow the distribution of social capital to be viewed in terms of an asymmetrical model where it is possible to accept capital, in the form of advice, without first demonstrating trustworthiness. In the OHC setting the onus is on the contributor of advice to establish trustworthiness, whereas traditionally social capital theory requires receivers of capital to establish trust. These findings are important for site designers and provide insight to managers and developers of OHCs regarding the behaviours and motivations of forum users.","['Cognitive trust', 'affective trust', 'online health community', 'social capital', 'relational closeness']",Sabine Matook,https://www.tandfonline.com/author/Matook%2C+Sabine,"School of Computing and Information Systems, University of Melbourne, Victoria, Australia",
"European Journal of Information Systems, Volume 27, Issue 1 (2018)",https://www.tandfonline.com/doi/full/10.1080/0960085X.2017.1390188,Assessing the robustness of meta-analytic results in information systems: publication bias and outliers,Issue 1,"Volume 27, 2018 - Issue 1","Meta-analytic studies serve to generate cumulative knowledge and guide evidence-based practice. However, publication bias and outliers threaten the accuracy and robustness of meta-analytic results. Unfortunately, most meta-analytic studies in information systems (IS) research do not assess the presence of these phenomena. Furthermore, some methods commonly used for the detection of publication bias are now recognised as inappropriate. We conduct a comprehensive assessment of four previously published meta-analytic studies in IS. We use multiple methods to assess the effects of publication bias and outliers on the meta-analytic results. Our findings indicate that publication bias and/or outliers have affected the results of three of the four meta-analytic studies. Some methods indicate that select meta-analytic means were misestimated by potentially more than 100%. Our analyses offer methodological exemplars that can be followed to assess the potential adverse effects of publication bias and outliers on meta-analytic results, including their combined effects. We make additional contributions to scientific knowledge by evaluating the performance of different publication bias assessment methods used across scientific disciplines. In brief, we highlight the importance of a rigorous assessment of publication bias and outliers on meta-analytic results to improve the trustworthiness of our cumulative knowledge and evidence-based practice.","['Systematic review', 'meta-analysis', 'sensitivity analysis', 'publication bias', 'outliers', 'robustness of meta-analytic results']",Sven Kepes,https://www.tandfonline.com/author/Kepes%2C+Sven,"School of Business, Virginia Commonwealth University, Richmond, VA, USA
Correspondence
skepes@vcu.edu",skepes@vcu.edu
