Title,Year,Issue,ArticleURL
Pricing in C2C Sharing Platforms,2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/4
"Don’t Even Think About It! The Effects of Antineutralization, Informational, and Normative Communication on Information Security Compliance",2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/3
Impact of the Information Technology Unit on Information Technology-Embedded Product Innovation,2018,Issue 8,https://aisel.aisnet.org/jais/vol19/iss8/2
Learning from First-Generation Qualitative Approaches in the IS Discipline: An Evolutionary View and Some Implications for Authors and Evaluators (Part 2/2),2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/1
When Institutional Logics Meet Information and Communication Technologies: Examining Hybrid Information Practices in Ghana’s Agriculture,2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/4
How Social Media-Enabled Communication Awareness Enhances Project Team Performance,2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/3
"Concentration, Competence, Confidence, and Capture: An Experimental Study of Age, Interruption-based Technostress, and Task Performance",2018,Issue 9,https://aisel.aisnet.org/jais/vol19/iss9/2
Informing Research: Celebrating 50 Years of Ideas and Science at HICSS,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/6
When Humans Using the IT Artifact Becomes IT Using the Human Artifact,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/5
"Actors, Avatars and Agents: Potentials and Implications of Natural Face Technology for the Creation of Realistic Visual Presence",2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/4
Digital Probes as Opening Possibilities of Generativity,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/3
Extending Digital Infrastructures: A Typology of Growth Tactics,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/2
Governance in the Blockchain Economy: A Framework and Research Agenda,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/1
Evidence-Based Information Systems: A New Perspective and a Road Map for Research-Informed Practice,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/4
“Unblackboxing” Decision Makers’ Interpretations of IS Certifications in the Context of Cloud Service Certifications,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/3
Theorizing the Multilevel Effects of Interruptions and the Role of Communication Technology,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/2
Is More Information Better? An Economic Analysis of Group-Buying Platforms,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/1
Data-Driven Meets Theory-Driven Research in the Era of Big Data: Opportunities and Challenges for Information Systems Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/1
Designing Social Nudges for Enterprise Recommendation Agents: An Investigation in the Business Intelligence Systems Context,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/4
A Tale of Two Deterrents: Considering the Role of Absolute and Restrictive Deterrence to Inspire New Directions in Behavioral and Organizational Security Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/3
“Computing” Requirements for Open Source Software: A Distributed Cognitive Approach,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/2
Software Piracy in the Presence of Open Source Alternatives,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/3
Got Phished? Internet Security and Human Vulnerability,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/2
Communicating Personal Health Information in Virtual Health Communities: An Integration of Privacy Calculus Model and Affective Commitment,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/1
Challenging Dominant Frames in Policies for IS Innovation in Healthcare through Rhetorical Strategies,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/3
An Integrated Temporal Model of Belief and Attitude Change: An Empirical Test With the iPad,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/2
Use of Online Social Networking Services from a Theoretical Perspective of the Motivation-Participation-Performance Framework,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/1
Political Maneuvering During Business Process Transformation: A Pluralist Approach,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/3
Management Misinformation Systems: A Time to Revisit?,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/2
The Online Waiting Experience: Using Temporal Information and Distractors to Make Online Waits Feel Shorter,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/1
Brownie: A Platform for Conducting NeuroIS Experiments,2017,Issue 4,https://aisel.aisnet.org/jais/vol18/iss4/3
Representing Crowd Knowledge: Guidelines for Conceptual Modeling of User-generated Content,2017,Issue 4,https://aisel.aisnet.org/jais/vol18/iss4/2
An Extensive Examination of Regression Models with a Binary Outcome Variable,2017,Issue 4,https://aisel.aisnet.org/jais/vol18/iss4/1
Examining Real Options Exercise Decisions in Information Technology Investments,2017,Issue 5,https://aisel.aisnet.org/jais/vol18/iss5/2
Heuristic Principles and Differential Judgments in the Assessment of Information Quality,2017,Issue 5,https://aisel.aisnet.org/jais/vol18/iss5/1
Understanding Online Health Information Use: The Case of People with Physical Disabilities,2017,Issue 6,https://aisel.aisnet.org/jais/vol18/iss6/2
Evaluating Business Process Maturity Models,2017,Issue 6,https://aisel.aisnet.org/jais/vol18/iss6/1
Robbing Peter to Pay Paul: Surrendering Privacy for Security’s Sake in an Identity Ecosystem,2017,Issue 7,https://aisel.aisnet.org/jais/vol18/iss7/2
Business Intelligence Capability: The Effect of Top Management and the Mediating Roles of User Participation and Analytical Decision Making Orientation,2017,Issue 7,https://aisel.aisnet.org/jais/vol18/iss7/1
Do Shareholders Value Green Information Technology Announcements?,2017,Issue 8,https://aisel.aisnet.org/jais/vol18/iss8/3
Using Information Systems in Innovation Networks: Uncovering Network Resources,2017,Issue 8,https://aisel.aisnet.org/jais/vol18/iss8/2
Effects of Animation on Attentional Resources of Online Consumers,2017,Issue 8,https://aisel.aisnet.org/jais/vol18/iss8/1
"Goals, Values, and Expectations of the AIS Family of Journals",2017,Issue 9,https://aisel.aisnet.org/jais/vol18/iss9/2
The Role of Business Intelligence and Communication Technologies in Organizational Agility: A Configurational Approach,2017,Issue 9,https://aisel.aisnet.org/jais/vol18/iss9/1
Digital Business Convergence and Emerging Contested Fields: A Conceptual Framework,2017,Issue 10,https://aisel.aisnet.org/jais/vol18/iss10/3
Affect Infusion and Detection through Faces in Computer-mediated Knowledge-sharing Decisions,2017,Issue 10,https://aisel.aisnet.org/jais/vol18/iss10/2
Controlling for Lexical Closeness in Survey Research: A Demonstration on the Technology Acceptance Model,2017,Issue 10,https://aisel.aisnet.org/jais/vol18/iss10/1
Shared Benefits and Information Privacy: What Determines Smart Meter Technology Adoption?,2017,Issue 11,https://aisel.aisnet.org/jais/vol18/iss11/3
Understanding User Adaptation toward a New IT System in Organizations: A Social Network Perspective,2017,Issue 11,https://aisel.aisnet.org/jais/vol18/iss11/2
A Paradox of Progressive Saturation: The Changing Nature of Improvisation over Time in a Systems Development Project,2017,Issue 11,https://aisel.aisnet.org/jais/vol18/iss11/1
"Flipping the Context: ICT4D, the Next Grand Challenge for IS Research and Practice",2017,Issue 12,https://aisel.aisnet.org/jais/vol18/iss12/5
Exploring the Dialectics Underlying Institutionalization of IT Artifacts,2017,Issue 12,https://aisel.aisnet.org/jais/vol18/iss12/4
The Doing of Datafication (And What this Doing Does): Practices of Edification and the Enactment of New Forms of Sociality in the Indian Public Health Service,2017,Issue 12,https://aisel.aisnet.org/jais/vol18/iss12/3
Insights from an ICT4D Initiative in Kenya’s Immunization Program: Designing for the Emergence of Sociomaterial Practices,2017,Issue 12,https://aisel.aisnet.org/jais/vol18/iss12/2
Health Information Systems and Accountability in Kenya: A Structuration Theory Perspective,2017,Issue 12,https://aisel.aisnet.org/jais/vol18/iss12/1
Organizational Violations of Externally Governed Privacy and Security Rules: Explaining and Predicting Selective Violations under Conditions of Strain and Excess,2016,Issue 1,https://aisel.aisnet.org/jais/vol17/iss1/4
"Ideational Influence, Connectedness, and Venue Representation: Making an Assessment of Scholarly Capital",2016,Issue 1,https://aisel.aisnet.org/jais/vol17/iss1/3
"Response to “Ideational Influence, Connectedness, and Venue Representation: Making an Assessment of Scholarly Capital”",2016,Issue 1,https://aisel.aisnet.org/jais/vol17/iss1/2
"Rejoinder to the Response to ""The Scholarly Capital Model""",2016,Issue 1,https://aisel.aisnet.org/jais/vol17/iss1/1
Big Data Research in Information Systems: Toward an Inclusive Research Agenda,2016,Issue 2,https://aisel.aisnet.org/jais/vol17/iss2/3
A Knowledge-centric Examination of Signaling and Screening Activities in the Negotiation for Information Systems Consulting Services,2016,Issue 2,https://aisel.aisnet.org/jais/vol17/iss2/2
Entangled Stakeholder Roles and Perceptions in Health Information Systems: A Longitudinal Study of the U.K. NHS N3 Network,2016,Issue 2,https://aisel.aisnet.org/jais/vol17/iss2/1
"Mapping the Corporate Blogosphere: Linking Audience, Content, and Management to Blog Visibility",2016,Issue 3,https://aisel.aisnet.org/jais/vol17/iss3/2
Neural Correlates of Protection Motivation for Secure IT Behaviors: An fMRI Examination,2016,Issue 3,https://aisel.aisnet.org/jais/vol17/iss3/1
Information Systems Control: A Review and Framework for Emerging Information Systems Processes,2016,Issue 4,https://aisel.aisnet.org/jais/vol17/iss4/2
Job Satisfaction in Agile Development Teams: Agile Development as Work Redesign,2016,Issue 4,https://aisel.aisnet.org/jais/vol17/iss4/1
"Information Technology, Cross-Channel Capabilities, and Managerial Actions: Evidence from the Apparel Industry",2016,Issue 5,https://aisel.aisnet.org/jais/vol17/iss5/2
Unified Theory of Acceptance and Use of Technology: A Synthesis and the Road Ahead,2016,Issue 5,https://aisel.aisnet.org/jais/vol17/iss5/1
Choosing a Fit Technology: Understanding Mindfulness in Technology Adoption and Continuance,2016,Issue 6,https://aisel.aisnet.org/jais/vol17/iss6/2
Leveraging Multimedia to Advance Science by Disseminating a Greater Variety of Scholarly Contributions in More Accessible Formats,2016,Issue 6,https://aisel.aisnet.org/jais/vol17/iss6/1
Guidelines for Conducting Mixed-methods Research: An Extension and Illustration,2016,Issue 7,https://aisel.aisnet.org/jais/vol17/iss7/2
Inconsistent and Incongruent Frames During IT-enabled Change: An Action Research Study into Sales Process Innovation,2016,Issue 7,https://aisel.aisnet.org/jais/vol17/iss7/1
Information Systems Solutions for Environmental Sustainability: How Can We Do More?,2016,Issue 8,https://aisel.aisnet.org/jais/vol17/iss8/2
Providing Utility to Utilities: The Value of Information Systems Enabled Flexibility in Electricity Consumption,2016,Issue 8,https://aisel.aisnet.org/jais/vol17/iss8/1
"Business Process and Information Technology Alignment: Construct Conceptualization, Empirical Illustration, and Directions for Future Research",2016,Issue 9,https://aisel.aisnet.org/jais/vol17/iss9/3
Graph-based Cluster Analysis to Identify Similar Questions: A Design Science Approach,2016,Issue 9,https://aisel.aisnet.org/jais/vol17/iss9/2
Impression Formation and Durability in Mediated Communication,2016,Issue 9,https://aisel.aisnet.org/jais/vol17/iss9/1
Why Individuals Participate in Micro-task Crowdsourcing Work Environment: Revealing Crowdworkers’ Perceptions,2016,Issue 10,https://aisel.aisnet.org/jais/vol17/iss10/3
The Effects of Information Request Language and Template Usage on Query Formulation,2016,Issue 10,https://aisel.aisnet.org/jais/vol17/iss10/2
A Rift in the Ground: Theorizing the Evolution of Anchor Values in Crowdfunding Communities through the Oculus Rift Case Study,2016,Issue 10,https://aisel.aisnet.org/jais/vol17/iss10/1
"Culture, Conformity, and Emotional Suppression in Online Reviews",2016,Issue 11,https://aisel.aisnet.org/jais/vol17/iss11/2
Overconfidence in Phishing Email Detection,2016,Issue 11,https://aisel.aisnet.org/jais/vol17/iss11/1
Understanding the Role of IS and Application Domain Knowledge on Conceptual Schema Problem Solving: A Verbal Protocol Study,2016,Issue 12,https://aisel.aisnet.org/jais/vol17/iss12/2
Enhancing Analysts’ Mental Models for Improving Requirements Elicitation: A Two-stage Theoretical Framework and Empirical Results,2016,Issue 12,https://aisel.aisnet.org/jais/vol17/iss12/1
Interrupting the Workplace: Examining Stressors in an Information Technology Context,2015,Issue 1,https://aisel.aisnet.org/jais/vol16/iss1/2
What Makes a Review Voted? An Empirical Investigation of Review Voting in Online Review Systems,2015,Issue 1,https://aisel.aisnet.org/jais/vol16/iss1/1
Online Recommendation Systems in a B2C E-Commerce Context: A Review and Future Directions,2015,Issue 2,https://aisel.aisnet.org/jais/vol16/iss2/2
Toward a Better Use of the Semantic Differential in IS Research: An Integrative Framework of Suggested Action,2015,Issue 2,https://aisel.aisnet.org/jais/vol16/iss2/1
IT Feature Use over Time and its Impact on Individual Task Performance,2015,Issue 3,https://aisel.aisnet.org/jais/vol16/iss3/2
ICT-Enabled Community Empowerment in Crisis Response: Social Media in Thailand Flooding 2011,2015,Issue 3,https://aisel.aisnet.org/jais/vol16/iss3/1
Rethinking Lurking: Invisible Leading and Following in a Knowledge Transfer Ecosystem,2015,Issue 4,https://aisel.aisnet.org/jais/vol16/iss4/3
The Role of IS Capabilities in the Development of Multi-Sided Platforms: The Digital Ecosystem Strategy of Alibaba.com,2015,Issue 4,https://aisel.aisnet.org/jais/vol16/iss4/2
Does Professionalism Matter in the IT Workforce? An Empirical Examination of IT Professionals,2015,Issue 4,https://aisel.aisnet.org/jais/vol16/iss4/1
Generating and Justifying Design Theory,2015,Issue 5,https://aisel.aisnet.org/jais/vol16/iss5/3
Conceptualizing Routing Decisions in Business Processes: Theoretical Analysis and Empirical Testing,2015,Issue 5,https://aisel.aisnet.org/jais/vol16/iss5/2
Exploring the Formation of a Healthcare Information Infrastructure: Hierarchy or Meshwork?,2015,Issue 5,https://aisel.aisnet.org/jais/vol16/iss5/1
Sustainability of a Virtual Community: Integrating Individual and Structural Dynamics,2015,Issue 6,https://aisel.aisnet.org/jais/vol16/iss6/3
Fake-Website Detection Tools: Identifying Elements that Promote Individuals’ Use and Enhance Their Performance,2015,Issue 6,https://aisel.aisnet.org/jais/vol16/iss6/2
Work System Theory as a Platform: Response to a Research Perspective Article by Niederman and March,2015,Issue 6,https://aisel.aisnet.org/jais/vol16/iss6/1
Proposing the Multimotive Information Systems Continuance Model (MISC) to Better Explain End-User System Evaluations and Continuance Intentions,2015,Issue 7,https://aisel.aisnet.org/jais/vol16/iss7/3
The Impact of Functional Affordances and Symbolic Expressions on the Formation of Beliefs,2015,Issue 7,https://aisel.aisnet.org/jais/vol16/iss7/2
"E-profiles, Conflict, and Shared Understanding in Distributed Teams",2015,Issue 7,https://aisel.aisnet.org/jais/vol16/iss7/1
Seeing for Understanding: Unlocking the Potential of Visual Research in Information Systems,2015,Issue 8,https://aisel.aisnet.org/jais/vol16/iss8/3
"Loyalty, Ideology, and Identification: An Empirical Study of the Attitudes and Behaviors of Passive Users of Open Source Software",2015,Issue 8,https://aisel.aisnet.org/jais/vol16/iss8/2
"Leveraging Social Capital to Obtain Top Management Support in Complex, Cross-Functional IT Projects",2015,Issue 8,https://aisel.aisnet.org/jais/vol16/iss8/1
Roles and Responsibilities of a Senior Editor,2015,Issue 9,https://aisel.aisnet.org/jais/vol16/iss9/1
Stated Choice Analysis of Conditional Purchase and Information Cue Effects in Online Group Purchase,2015,Issue 9,https://aisel.aisnet.org/jais/vol16/iss9/4
Consumer Co-creation of Digital Culture Products: Business Threat or New Opportunity?,2015,Issue 9,https://aisel.aisnet.org/jais/vol16/iss9/3
Designing a Requirement Mining System,2015,Issue 9,https://aisel.aisnet.org/jais/vol16/iss9/2
"The Impact of Computerized Agents on Immediate Emotions, Overall Arousal and Bidding Behavior in Electronic Auctions",2015,Issue 10,https://aisel.aisnet.org/jais/vol16/iss10/2
"Technology, Humanness, and Trust: Rethinking Trust in Technology",2015,Issue 10,https://aisel.aisnet.org/jais/vol16/iss10/1
Fostering Fast-response Spontaneous Virtual Team: Effects of Member Skill Awareness and Shared Governance on Team Cohesion and Outcomes,2015,Issue 11,https://aisel.aisnet.org/jais/vol16/iss11/2
Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,2015,Issue 11,https://aisel.aisnet.org/jais/vol16/iss11/1
"Co-authorship, Homophily, and Scholarly Influence in Information Systems Research",2015,Issue 12,https://aisel.aisnet.org/jais/vol16/iss12/2
Contextualist Inquiry into IT-enabled Hospital Revenue Cycle Management: Bridging Research and Practice,2015,Issue 12,https://aisel.aisnet.org/jais/vol16/iss12/1
IT and Agility in the Social Enterprise: A Case Study of St Jude Children’s Research Hospital’s “Cure4Kids” IT-Platform for International Outreach,2014,Issue 1,https://aisel.aisnet.org/jais/vol15/iss1/2
Confirmation Biases in the Financial Analysis of IT Investments,2014,Issue 1,https://aisel.aisnet.org/jais/vol15/iss1/1
A Theory of Organization-EHR Affordance Actualization,2014,Issue 2,https://aisel.aisnet.org/jais/vol15/iss2/2
The Role of Signaling Identity in the Adoption of Personal Technologies,2014,Issue 2,https://aisel.aisnet.org/jais/vol15/iss2/1
The IT Compensation Challenge: Theorizing the Balance Among Multi-Level Internal and External Uncertainties,2014,Issue 3,https://aisel.aisnet.org/jais/vol15/iss3/2
Evaluation as a Multi-Ontological Endeavour: A Case from the English National Program for IT in Healthcare,2014,Issue 3,https://aisel.aisnet.org/jais/vol15/iss3/1
Innovation in Information Infrastructures: Introduction to the Special Issue,2014,Issue 4,https://aisel.aisnet.org/jais/vol15/iss4/4
Generification by Translation: Designing Generic Systems in Context of the Local,2014,Issue 4,https://aisel.aisnet.org/jais/vol15/iss4/3
"Innovation Of, In, On Infrastructures: Articulating the Role of Architecture in Information Infrastructure Evolution",2014,Issue 4,https://aisel.aisnet.org/jais/vol15/iss4/2
Grafting: Balancing Control and Cultivation in Information Infrastructure Innovation,2014,Issue 4,https://aisel.aisnet.org/jais/vol15/iss4/1
Innovating Financial Information Infrastructures: The Transition of Legacy Assets to the Securitization Market,2014,Issue 5,https://aisel.aisnet.org/jais/vol15/iss5/3
Situated with Infrastructures: Interactivity and Entanglement in Sensor Data Interpretation,2014,Issue 5,https://aisel.aisnet.org/jais/vol15/iss5/2
Flexibility Relative to What? Change to Research Infrastructure,2014,Issue 5,https://aisel.aisnet.org/jais/vol15/iss5/1
Boundary Interactions and Motors of Change in Requirements Elicitation: A Dynamic Perspective on Knowledge Sharing,2014,Issue 6,https://aisel.aisnet.org/jais/vol15/iss6/2
Moving the Work System Theory Forward,2014,Issue 6,https://aisel.aisnet.org/jais/vol15/iss6/1
Enhanced Use of IT: A New Perspective on Post-Adoption,2014,Issue 7,https://aisel.aisnet.org/jais/vol15/iss7/3
"Engaging Consumers with Advergames: An Experimental Evaluation of Interactivity, Fit and Expectancy",2014,Issue 7,https://aisel.aisnet.org/jais/vol15/iss7/2
Digital Options Theory for IT Capability Investment,2014,Issue 7,https://aisel.aisnet.org/jais/vol15/iss7/1
Effects of Emoticons on the Acceptance of Negative Feedback in Computer-Mediated Communication,2014,Issue 8,https://aisel.aisnet.org/jais/vol15/iss8/3
Generating Effective Recommendations Using Viewing-Time Weighted Preferences for Attributes,2014,Issue 8,https://aisel.aisnet.org/jais/vol15/iss8/2
A Personal Perspective on a Conceptual Foundation for Information Systems,2014,Issue 8,https://aisel.aisnet.org/jais/vol15/iss8/1
The Historical Research Method and Information Systems Research,2014,Issue 9,https://aisel.aisnet.org/jais/vol15/iss9/3
A Coevolutionary View of Information Services Development: Lessons from the U.S. National Oceanic and Atmospheric Administration,2014,Issue 9,https://aisel.aisnet.org/jais/vol15/iss9/2
"Multilevel Research in Information Systems: Concepts, Strategies, Problems, and Pitfalls",2014,Issue 9,https://aisel.aisnet.org/jais/vol15/iss9/1
"Towards a NeuroIS Research Methodology: Intensifying the Discussion on Methods, Tools, and Measurement",2014,Issue 10,https://aisel.aisnet.org/jais/vol15/iss10/4
Precision is in the Eye of the Beholder: Application of Eye Fixation-Related Potentials to Information Systems Research,2014,Issue 10,https://aisel.aisnet.org/jais/vol15/iss10/3
Using Measures of Risk Perception to Predict Information Security Behavior: Insights from Electroencephalography (EEG),2014,Issue 10,https://aisel.aisnet.org/jais/vol15/iss10/2
NeuroIS—Alternative or Complement to Existing Methods? Illustrating the Holistic Effects of Neuroscience and Self-Reported Data in the Context of Technostress Research,2014,Issue 10,https://aisel.aisnet.org/jais/vol15/iss10/1
Eight Obstacles to Overcome in the Theory Testing Genre,2014,Issue 11,https://aisel.aisnet.org/jais/vol15/iss11/5
Editorial: The Role of Information Systems in Enabling Open Innovation,2014,Issue 11,https://aisel.aisnet.org/jais/vol15/iss11/4
Organizational Learning with Crowdsourcing: The Revelatory Case of LEGO,2014,Issue 11,https://aisel.aisnet.org/jais/vol15/iss11/3
Through the Printing Press: An Account of Open Practices in the Swedish Newspaper Industry,2014,Issue 11,https://aisel.aisnet.org/jais/vol15/iss11/2
IT-Enabled Knowledge Creation for Open Innovation,2014,Issue 11,https://aisel.aisnet.org/jais/vol15/iss11/1
The Development of Social Capital in the Collaboration Network of Information Systems Scholars,2014,Issue 12,https://aisel.aisnet.org/jais/vol15/iss12/3
Advocating for Action Design Research on IT Value Creation in Healthcare,2014,Issue 12,https://aisel.aisnet.org/jais/vol15/iss12/2
The Dynamics of IT Project Status Reporting: A Self-Reinforcing Cycle of Distrust,2014,Issue 12,https://aisel.aisnet.org/jais/vol15/iss12/1
The Impact of User Interface Design on Idea Integration in Electronic Brainstorming: An Attention-Based View,2013,Issue 1,https://aisel.aisnet.org/jais/vol14/iss1/2
Fostering Quality and Flow of Online Learning Conversations by Artifact-Centered Discourse Systems,2013,Issue 1,https://aisel.aisnet.org/jais/vol14/iss1/1
Solving the Distinctiveness – Blindness Debate: A Unified Model for Understanding Banner Processing,2013,Issue 2,https://aisel.aisnet.org/jais/vol14/iss2/2
"Work System Theory: Overview of Core Concepts, Extensions, and Challenges for the Future",2013,Issue 2,https://aisel.aisnet.org/jais/vol14/iss2/1
Organizational Climate and Perceived Manager Effectiveness: Influencing Perceived Usefulness of Knowledge Sharing Mechanisms,2013,Issue 3,https://aisel.aisnet.org/jais/vol14/iss3/2
"Effects of Extrinsic and Intrinsic Motivators on Using Utilitarian, Hedonic, and Dual-Purposed Information Systems: A Meta-Analysis",2013,Issue 3,https://aisel.aisnet.org/jais/vol14/iss3/1
Expanding the Frontiers of Information Systems Research: Introduction to the Special Issue,2013,Issue 4,https://aisel.aisnet.org/jais/vol14/iss4/4
Balance of Trade in the Marketplace of Ideas,2013,Issue 4,https://aisel.aisnet.org/jais/vol14/iss4/3
Managing the Unmanageable: How IS Research Can Contribute to the Scholarship of Cyber Projects,2013,Issue 4,https://aisel.aisnet.org/jais/vol14/iss4/2
Information Technology and Product/Service Innovation: A Brief Assessment and Some Suggestions for Future Research,2013,Issue 4,https://aisel.aisnet.org/jais/vol14/iss4/1
The Tables Have Turned: How Can the Information Systems Field Contribute to Technology and Innovation Management Research?,2013,Issue 5,https://aisel.aisnet.org/jais/vol14/iss5/4
Designing Business Models and Similar Strategic Objects: The Contribution of IS,2013,Issue 5,https://aisel.aisnet.org/jais/vol14/iss5/3
Extending Classification Principles from Information Modeling to Other Disciplines,2013,Issue 5,https://aisel.aisnet.org/jais/vol14/iss5/2
Muddling Along to Moving Beyond in IS Research: Getting from Good to Great,2013,Issue 5,https://aisel.aisnet.org/jais/vol14/iss5/1
The Dynamics of Sustainable IS Alignment: The Case for IS Adaptivity,2013,Issue 6,https://aisel.aisnet.org/jais/vol14/iss6/2
The Influence of Notational Deficiencies on Process Model Comprehension,2013,Issue 6,https://aisel.aisnet.org/jais/vol14/iss6/1
Designing and Using Carbon Management Systems to Promote Ecologically Responsible Behaviors,2013,Issue 7,https://aisel.aisnet.org/jais/vol14/iss7/2
"Information Technology, Materiality, and Organizational Change: A Professional Odyssey",2013,Issue 7,https://aisel.aisnet.org/jais/vol14/iss7/1
Social Mechanisms for Causal Explanation in Social Theory Based IS Research,2013,Issue 8,https://aisel.aisnet.org/jais/vol14/iss8/3
Explaining Trust in IT-Mediated Elections: A Case Study of E-Voting in Brazil,2013,Issue 8,https://aisel.aisnet.org/jais/vol14/iss8/2
Infusing Ethical Considerations in Knowledge Management Scholarship: Toward a Research Agenda,2013,Issue 8,https://aisel.aisnet.org/jais/vol14/iss8/1
The Influence of Analyst Communication in IS Projects,2013,Issue 9,https://aisel.aisnet.org/jais/vol14/iss9/2
The Role of Restrictiveness of Use in Determining Ethical and Legal Awareness of Unauthorized File Sharing,2013,Issue 9,https://aisel.aisnet.org/jais/vol14/iss9/1
"From Ideal Data Synchronization to Hybrid Forms of Interconnections: Architectures, Processes, and Data",2013,Issue 10,https://aisel.aisnet.org/jais/vol14/iss10/2
The Social Component of Information Systems—How Sociability Contributes to Technology Acceptance,2013,Issue 10,https://aisel.aisnet.org/jais/vol14/iss10/1
Taking “Fun and Games” Seriously: Proposing the Hedonic-Motivation System Adoption Model (HMSAM),2013,Issue 11,https://aisel.aisnet.org/jais/vol14/iss11/2
Laboring Online: Are There “New” Labor Processes In Virtual Game Worlds?,2013,Issue 11,https://aisel.aisnet.org/jais/vol14/iss11/1
Are All Fits Created Equal? A Nonlinear Perspective on Task-Technology Fit,2013,Issue 12,https://aisel.aisnet.org/jais/vol14/iss12/2
Developing the Agile IS Development Practices in Large-Scale IT Projects: The Trust-Mediated Organizational Controls and IT Project Team Capabilities Perspectives,2013,Issue 12,https://aisel.aisnet.org/jais/vol14/iss12/1
Evaluating and Developing Theories in the Information Systems Discipline,2012,Issue 1,https://aisel.aisnet.org/jais/vol13/iss1/2
Crisis Response Information Networks,2012,Issue 1,https://aisel.aisnet.org/jais/vol13/iss1/1
Pure-Strategy Nash Equilibria of GSP Keyword Auction,2012,Issue 2,https://aisel.aisnet.org/jais/vol13/iss2/2
Examining Two Expectation Disconfirmation Theory Models: Assimilation and Asymmetry Effects,2012,Issue 2,https://aisel.aisnet.org/jais/vol13/iss2/1
An Empirical Examination of the Impact of ICT Investments on Future Levels of Institutionalized Democracy and Foreign Direct Investment in Emerging Societies,2012,Issue 3,https://aisel.aisnet.org/jais/vol13/iss3/3
IT and Firm Agility: An Electronic Integration Perspective,2012,Issue 3,https://aisel.aisnet.org/jais/vol13/iss3/2
A Mixed Methods Approach to Technology Acceptance Research,2012,Issue 3,https://aisel.aisnet.org/jais/vol13/iss3/1
Historical Interpretations of the IS Discipline: An Introduction to the Special Issue,2012,Issue 4,https://aisel.aisnet.org/jais/vol13/iss4/4
A Glorious and Not-So-Short History of the Information Systems Field,2012,Issue 4,https://aisel.aisnet.org/jais/vol13/iss4/5
Business and Information Systems Engineering: A Complementary Approach to Information Systems – What We Can Learn from the Past and May Conclude from Present Reflection on the Future,2012,Issue 4,https://aisel.aisnet.org/jais/vol13/iss4/3
The Information Systems Field: Making a Case for Maturity and Contribution,2012,Issue 4,https://aisel.aisnet.org/jais/vol13/iss4/2
Cognition Matters: Enduring Questions in Cognitive IS Research,2012,Issue 4,https://aisel.aisnet.org/jais/vol13/iss4/1
A Look Toward the Future: Decision Support Systems Research is Alive and Well,2012,Issue 5,https://aisel.aisnet.org/jais/vol13/iss5/3
"The Past, Present, and Future of “IS Success”",2012,Issue 5,https://aisel.aisnet.org/jais/vol13/iss5/2
Digitizing Government Interactions with Constituents: An Historical Review of E-Government Research in Information Systems,2012,Issue 5,https://aisel.aisnet.org/jais/vol13/iss5/1
A Framework for Theory Development in Design Science Research: Multiple Perspectives,2012,Issue 6,https://aisel.aisnet.org/jais/vol13/iss6/3
An Explanatory Framework for Achieving Business Benefits from ERP Systems,2012,Issue 6,https://aisel.aisnet.org/jais/vol13/iss6/2
Systemic Determinants of the Information Systems Outsourcing Decision: A Comparative Study of German and United States Firms,2012,Issue 6,https://aisel.aisnet.org/jais/vol13/iss6/1
Complementarities and Substitutabilities Among Knowledge Sourcing Strategies and Their Impact on Firm Performance,2012,Issue 7,https://aisel.aisnet.org/jais/vol13/iss7/3
Lateral Collinearity and Misleading Results in Variance-Based SEM: An Illustration and Recommendations,2012,Issue 7,https://aisel.aisnet.org/jais/vol13/iss7/2
