Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,"JF Nunamaker Jr, JK Burgoon…","Information systems for deception detection",2016,"… Management Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2016.1205928","https://scholar.google.com/scholar?cites=738331143390876490&as_sdt=2005&sciodt=0,5&hl=en",3,"2024-10-10 11:42:05","","10.1080/07421222.2016.1205928","","",,,,,16,2.00,5,3,8,"… , interpersonal deception, and computer-mediated communication. Her current program of research centers on developing tools and methods for automated detection of deception and …","https://www.tandfonline.com/doi/full/10.1080/07421222.2016.1205928","https://scholar.google.com/scholar?q=related:StNrWEMUPwoJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
224,"M Siering, JA Koch, AV Deokar","Detecting fraudulent behavior on crowdfunding platforms: The role of linguistic and content-based cues in static and dynamic contexts",2016,"… Management Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2016.1205930","https://scholar.google.com/scholar?cites=7179454819004718223&as_sdt=2005&sciodt=0,5&hl=en",8,"2024-10-10 11:42:05","","10.1080/07421222.2016.1205930","","",,,,,224,28.00,75,3,8,"… , detecting fraud and deception has been studied extensively in face-to-face communication, primarily by social scientists but also in the field of computer-mediated communication. Next …","https://www.jstor.org/stable/pdf/26614045.pdf","https://scholar.google.com/scholar?q=related:jxy-lx6MomMJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
372,"D Zhang, L Zhou, JL Kehoe, IY Kilic","What online reviewer behaviors really matter? Effects of verbal and nonverbal behaviors on detection of fake online reviews",2016,"… of Management Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2016.1205907","https://scholar.google.com/scholar?cites=1057929565153210455&as_sdt=2005&sciodt=0,5&hl=en",12,"2024-10-10 11:42:05","","10.1080/07421222.2016.1205907","","",,,,,372,46.50,93,4,8,"… Her research interests include online deception detection, computer-mediated communication, text mining, social network analysis, and intelligent user interfaces. She has published …","https://www.jstor.org/stable/pdf/26614046.pdf","https://scholar.google.com/scholar?q=related:VzBXmFWFrg4J:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
52,"JG Proudfoot, JL Jenkins, JK Burgoon…","More than meets the eye: How oculometric behaviors evolve over the course of automated deception detection interactions",2016,"… Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2016.1205929","https://scholar.google.com/scholar?cites=9171221199074226265&as_sdt=2005&sciodt=0,5&hl=en",17,"2024-10-10 11:42:05","","10.1080/07421222.2016.1205929","","",,,,,52,6.50,13,4,8,"… , interpersonal deception, and computer-mediated communication. Her current program of research centers on developing tools and methods for automated detection of deception and …","https://www.jstor.org/stable/pdf/26614042.pdf","https://scholar.google.com/scholar?q=related:WfBZ3xa5Rn8J:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
88,"V Benjamin, B Zhang, JF Nunamaker Jr…","Examining hacker participation length in cybercriminal internet-relay-chat communities",2016,"Journal of Management …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2016.1205918","https://scholar.google.com/scholar?cites=8735653530394926927&as_sdt=2005&sciodt=0,5&hl=en",34,"2024-10-10 11:42:05","","10.1080/07421222.2016.1205918","","",,,,,88,11.00,22,4,8,"… He specializes in the fields of system analysis and design, collaboration technology, and deception detection. He has been inducted into the Design Science Hall of Fame and received …","https://www.jstor.org/stable/pdf/26614047.pdf","https://scholar.google.com/scholar?q=related:T58TOJpGO3kJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
229,"S Chatterjee, S Sarker, JS Valacich","The behavioral roots of information systems security: Exploring key factors related to unethical IT use",2015,"… of Management Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2014.1001257","https://scholar.google.com/scholar?cites=12354104545167825177&as_sdt=2005&sciodt=0,5&hl=en",11,"2024-10-10 11:42:05","","10.1080/07421222.2014.1001257","","",,,,,229,25.44,76,3,9,"… [Citation134] contend that computer-mediated communication brings with it newer possibilities of deceptive and other undesirable behaviors. For instance, researchers have observed …","https://www.jstor.org/stable/pdf/43590334.pdf","https://scholar.google.com/scholar?q=related:GVnEBKGYcqsJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
226,"JF Nunamaker Jr, RO Briggs, DC Derrick…","The last research mile: Achieving both rigor and relevance in information systems research",2015,"… information systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2015.1094961","https://scholar.google.com/scholar?cites=5098163726909316715&as_sdt=2005&sciodt=0,5&hl=en",19,"2024-10-10 11:42:05","","10.1080/07421222.2015.1094961","","",,,,,226,25.11,57,4,9,"… will also be a richer, more detailed body of scholarly work reporting exploratory, theoretical, and experimental foundation for phenomena related to deception and deception detection. …","https://www.jstor.org/stable/pdf/26614005.pdf","https://scholar.google.com/scholar?q=related:ax42_eVQwEYJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
44,"KJ Fadel, TO Meservy, ML Jensen","Exploring knowledge filtering processes in electronic networks of practice",2015,"… of Management Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2014.1001262","https://scholar.google.com/scholar?cites=13923756995984303180&as_sdt=2005&sciodt=0,5&hl=en",44,"2024-10-10 11:42:05","","10.1080/07421222.2014.1001262","","",,,,,44,4.89,15,3,9,"… He researches deception and credibility in online exchanges, computer-aided decision making, human–computer interaction, and computer-mediated communication. His research has …","https://www.jstor.org/stable/pdf/43590337.pdf","https://scholar.google.com/scholar?q=related:TCSBdDcfO8EJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
65,"NW Twyman, PB Lowry, JK Burgoon…","Autonomous scientifically controlled screening systems for detecting information purposely concealed by individuals",2014,"… Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2014.995535","https://scholar.google.com/scholar?cites=512003146566843377&as_sdt=2005&sciodt=0,5&hl=en",16,"2024-10-10 11:42:05","","10.1080/07421222.2014.995535","","",,,,,65,6.50,16,4,10,"… deception, and computer-mediated communication. Her current research—funded by the National Science Foundation, Department of Defense, and Department of Homeland Security—…","https://www.jstor.org/stable/pdf/43590295.pdf","https://scholar.google.com/scholar?q=related:8bv_KiYAGwcJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
42,"NW Twyman, AC Elkins, JK Burgoon…","A rigidity detection system for automated credibility assessment",2014,"… Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222310108","https://scholar.google.com/scholar?cites=10575900340522472408&as_sdt=2005&sciodt=0,5&hl=en",31,"2024-10-10 11:42:05","","10.2753/MIS0742-1222310108","","",,,,,42,4.20,11,4,10,"… of the key factors involved in e-commerce deception [8]. Automated extraction of linguistic cues to deception has been explored in computer-mediated communication [46, 90, 91], …","https://www.jstor.org/stable/pdf/43590204.pdf","https://scholar.google.com/scholar?q=related:2FPGgFMlxZIJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
211,"R Riedl, PNC Mohr, PH Kenning, FD Davis…","Trusting humans and avatars: A brain imaging study based on evolution theory",2014,"… Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222300404","https://scholar.google.com/scholar?cites=4061484145019934020&as_sdt=2005&sciodt=0,5&hl=en",41,"2024-10-10 11:42:05","","10.2753/MIS0742-1222300404","","",,,,,211,21.10,42,5,10,"Avatars, as virtual humans possessing realistic faces, are increasingly used for social and economic interaction on the Internet. Research has already determined that avatar-based …","https://www.jstor.org/stable/pdf/43590185.pdf","https://scholar.google.com/scholar?q=related:RFXLrE9KXTgJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
137,"PB Lowry, GD Moody, DF Galletta…","The drivers in the use of online whistle-blowing reporting systems",2013,"… Management Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222300105","https://scholar.google.com/scholar?cites=10601713251414688249&as_sdt=2005&sciodt=0,5&hl=en",18,"2024-10-10 11:42:05","","10.2753/MIS0742-1222300105","","",,,,,137,12.45,34,4,11,"Online whistle-blowing reporting systems (WBRS) have become increasingly prevalent channels for reporting organizational failures. The Sarbanes-Oxley Act and similar international …","https://www.jstor.org/stable/pdf/43590323.pdf","https://scholar.google.com/scholar?q=related:-cEfKQjaIJMJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
351,"ML Jensen, JM Averbeck, Z Zhang…","Credibility of anonymous online product reviews: A language expectancy perspective",2013,"Journal of Management …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/mis0742-1222300109","https://scholar.google.com/scholar?cites=18235543903528279396&as_sdt=2005&sciodt=0,5&hl=en",27,"2024-10-10 11:42:05","","10.2753/mis0742-1222300109","","",,,,,351,31.91,88,4,11,"… human–computer interaction, and computer-mediated communication. he is part of a multidisciplinary research team investigating credibility and deception in online interaction and has …","https://www.jstor.org/stable/pdf/43590327.pdf","https://scholar.google.com/scholar?q=related:ZN3Xb5CqEf0J:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
63,"ML Jensen, PB Lowry, JL Jenkins","Effects of automated and participative decision support in computer-aided credibility assessment",2011,"… of Management Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222280107","https://scholar.google.com/scholar?cites=18193228486424998034&as_sdt=2005&sciodt=0,5&hl=en",6,"2024-10-10 11:42:05","","10.2753/MIS0742-1222280107","","",,,,,63,4.85,21,3,13,"… interaction, and computer-mediated communication. he is a … concludes that deception has occurred when deception is not … that no deception is present when deception actually is …","https://www.jstor.org/stable/pdf/41304610.pdf","https://scholar.google.com/scholar?q=related:kjDhoupUe_wJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
