Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
452,"A Chen, Y Lu, B Wang","Customers' purchase decision-making process in social commerce: A social learning perspective",2017,"International Journal of Information Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401216306107","https://scholar.google.com/scholar?cites=1748892117370733416&as_sdt=2005&sciodt=0,5&hl=en",16,"2024-10-08 13:47:28","","","","",,,,,452,64.57,151,3,7,"The proliferation of social commerce has changed customers’ purchase decision-making process. However, few studies have investigated the roles of social commerce factors on …","","https://scholar.google.com/scholar?q=related:aANdXh1QRRgJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
37,"S Banerjee","Exaggeration in fake vs. authentic online reviews for luxury and budget hotels",2022,"International journal of information management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401221001092","https://scholar.google.com/scholar?cites=12183670647192143268&as_sdt=2005&sciodt=0,5&hl=en",17,"2024-10-08 13:47:28","","","","",,,,,37,18.50,37,1,2,"Fake online reviews are commonly assumed to be more exaggerated than authentic ones. The assumption has however not been empirically confirmed in different contexts. Therefore, …","https://eprints.whiterose.ac.uk/177607/1/IJIM_Exaggeration_PURE_CV_insert.pdf","https://scholar.google.com/scholar?q=related:pMU92uYXFakJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
60,"P Kirs, K Bagchi","The impact of trust and changes in trust: A national comparison of individual adoptions of information and communication technologies and related phenomenon",2012,"International Journal of Information Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401212000242","https://scholar.google.com/scholar?cites=6246945580716663317&as_sdt=2005&sciodt=0,5&hl=en",18,"2024-10-08 13:47:28","","","","",,,,,60,5.00,30,2,12,"… Examples include technologies that are intentional deception (eg, spy ware, email containing viruses), or somehow reneging on a promise of performance. This phenomenon is also …","","https://scholar.google.com/scholar?q=related:FSLQbeibsVYJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
33,"L Boroon, B Abedin, E Erfani","The dark side of using online social networks: a review of Individuals' negative experiences",2021,"… of Global Information Management …","igi-global.com","https://www.igi-global.com/article/the-dark-side-of-using-online-social-networks/276942","https://scholar.google.com/scholar?cites=9137894232726287256&as_sdt=2005&sciodt=0,5&hl=en",19,"2024-10-08 13:47:28","","","","",,,,,33,11.00,11,3,3,"Research on online social networks (OSNs) has focused overwhelmingly on their benefits and potential, with their negative effects overlooked. This study builds on the limited existing …","https://www.igi-global.com/viewtitle.aspx?titleid=276942","https://scholar.google.com/scholar?q=related:mLO92GNS0H4J:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
146,"CI Teng","Impact of avatar identification on online gamer loyalty: Perspectives of social identity and social capital theories",2017,"International Journal of Information Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401216308507","https://scholar.google.com/scholar?cites=2366402376270622395&as_sdt=2005&sciodt=0,5&hl=en",20,"2024-10-08 13:47:28","","","","",,,,,146,20.86,146,1,7,"Online games have created significant opportunities for electronic commerce managers. The degree to which online gamers regard their avatars—their gaming representations— as …","","https://scholar.google.com/scholar?q=related:uy5AaWwm1yAJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
122,"L Wang, J Yan, J Lin, W Cui","Let the users tell the truth: Self-disclosure intention and self-disclosure honesty in mobile social networking",2017,"… Journal of Information Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401216303966","https://scholar.google.com/scholar?cites=14109886533199836963&as_sdt=2005&sciodt=0,5&hl=en",22,"2024-10-08 13:47:28","","","","",,,,,122,17.43,31,4,7,"Large amounts of customer data present rich business opportunities. Drawing on the privacy calculus model, this study investigates the antecedents of self-disclosure intention and self-…","https://www.sciencedirect.com/science/article/am/pii/S0268401216303966","https://scholar.google.com/scholar?q=related:I7dxaAtj0MMJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
219,"D Wagner, G Vollmar, HT Wagner","The impact of information technology on knowledge creation: An affordance approach to social media",2014,"… Information Management","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/JEIM-09-2012-0063/full/html?fullSc=1&mbSc=1&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Journal_of_Enterprise_Information_Management_TrendMD_0&WT.mc_id=Emerald_TrendMD_0","https://scholar.google.com/scholar?cites=13206745132835228427&as_sdt=2005&sciodt=0,5&hl=en",23,"2024-10-08 13:47:28","","10.1108/JEIM-09-2012-0063","","",,,,,219,21.90,73,3,10,"… behaviors that were not possible with previous forms of computer-mediated communication. … possible with previous forms of computer-mediated communication. This study is grounded …","https://kpsquared.org/wp-content/uploads/2016/01/Wagner-et-al.-2014-IT-and-Knowledge-Creation-Web_web.pdf","https://scholar.google.com/scholar?q=related:C0vD2bnIR7cJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
58,"E Salcedo, M Gupta","The effects of individual-level espoused national cultural values on the willingness to use Bitcoin-like blockchain currencies",2021,"International Journal of Information Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401221000815","https://scholar.google.com/scholar?cites=9183047631288468745&as_sdt=2005&sciodt=0,5&hl=en",25,"2024-10-08 13:47:28","","","","",,,,,58,19.33,29,2,3,"Some have called bitcoin a real bubble, while, according to others, it is the most radical invention of the twenty-first century. Nevertheless, there is a consensus regarding the disruptive …","","https://scholar.google.com/scholar?q=related:CQVxsiq9cH8J:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
4,"RB Mostafa, CR Lages, A Shaalan","The dark side of virtual agents: Ohhh no!",2024,"… Journal of Information Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401223001020","https://scholar.google.com/scholar?cites=5328845424056287099&as_sdt=2005&sciodt=0,5&hl=en",26,"2024-10-08 13:47:28","","","","",,,,,4,4.00,1,3,1,"Virtual agents (VAs) are increasingly used by firms to establish relationships with customers. While this form of artificial intelligence offers numerous advantages, adverse outcomes can …","","https://scholar.google.com/scholar?q=related:ez_XA67c80kJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
2,"T Shime, K Kunieda, K Yamada…","Area-based communication detector",2011,"… Management","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6093366/","https://scholar.google.com/scholar?cites=13810333883485759635&as_sdt=2005&sciodt=0,5&hl=en",27,"2024-10-08 13:47:28","","","","",,,,,2,0.15,1,4,13,"… Research about computer-mediated communication has focused on electronic media, such as e-mails [5], blogs [6][7], BBSs [8][9], SNSs [10][11], and news-groups [12][13]. Some …","https://ieeexplore.ieee.org/iel5/6082065/6093313/06093366.pdf","https://scholar.google.com/scholar?q=related:k6i1Kn8pqL8J:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
17,"S Jackson, N Panteli","Trust or mistrust in algorithmic grading? An embedded agency perspective",2023,"International Journal of Information Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401222000895","https://scholar.google.com/scholar?cites=6811565356771427066&as_sdt=2005&sciodt=0,5&hl=en",30,"2024-10-08 13:47:28","","","","",,,,,17,17.00,9,2,1,"… This discrepancy destabilized legitimacy, promoting values of deception and mistrust at lower levels. Referring to Fig. 1, top-down forces at the organizational level influenced the …","","https://scholar.google.com/scholar?q=related:-sK3TpqKh14J:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
84,"HS Doong, HC Wang, GR Foxall","An investigation of consumers' webstore shopping: A view of click-and-mortar company",2011,"… Journal of Information Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401210000927","https://scholar.google.com/scholar?cites=4035998314641431793&as_sdt=2005&sciodt=0,5&hl=en",31,"2024-10-08 13:47:28","","","","",,,,,84,6.46,28,3,13,"Consumers’ shopping intention is central to a Webstore's success. While past information system (IS) studies have examined this phenomenon extensively, they have focused on …","","https://scholar.google.com/scholar?q=related:8RxHYhW_AjgJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
0,"TD Afifi, P Schrodt, T McManus","20 The Divorce Disclosure Model (DDM) Why Parents Disclose Negative",2015,"… , Information Management, and …","books.google.com","https://books.google.com/books?hl=en&lr=&id=0DNACwAAQBAJ&oi=fnd&pg=PA403&dq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&ots=QdwO1deadk&sig=3SJv5nLjaSQxWWwfjJD4mZ-FdE8","",32,"2024-10-08 13:47:28","","","","",,,,,0,0.00,0,3,9,"… CMC see computer-mediated communication … seeking (CMIS) 182, 183-90, 192-3, 196 compulsive behavior 121-2, 183 computer-mediated communication (CMC) 67-75, 77-8 …","","https://scholar.google.com/scholar?q=related:FVoYCEL2zI4J:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
1,"V Mottaghi, M Esmaeili, GA Bazaee…","Providing a Three-Dimensional Tensor Approach For Classifying and Detecting Fake News-A Case Study of Persian News in The Field of COVID-19",2021,"… Management","stim.qom.ac.ir","http://stim.qom.ac.ir/article_1928.html?lang=en","https://scholar.google.com/scholar?cites=14343007093207589004&as_sdt=2005&sciodt=0,5&hl=en",33,"2024-10-08 13:47:28","","","","",,,,,1,0.33,0,4,3,"Purpose: Convolutional neural networks, as one of the most important models of deep learning, have gained high accuracy on these issues. In this study, discussion and text analysis at …","https://stim.qom.ac.ir/article_1928_3d6c3dd48e9500555f0d3314ce5f6e3c.pdf","https://scholar.google.com/scholar?q=related:jOCLcfWYDMcJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
8,"L Zhang, F Chen, J Latimer","Managing virtual team performance: An exploratory study of social loafing and social comparison",2011,"… Management","scholarworks.lib.csusb.edu","https://scholarworks.lib.csusb.edu/jitim/vol20/iss1/6/","https://scholar.google.com/scholar?cites=4773482560067380027&as_sdt=2005&sciodt=0,5&hl=en",34,"2024-10-08 13:47:28","","","","",,,,,8,0.62,3,3,13,"… Others define a virtual team as a team that relies heavily on computer-mediated communication (CMC) regardless of the geographical locations of the members. Moreover, some …","https://scholarworks.lib.csusb.edu/cgi/viewcontent.cgi?article=1102&context=jitim","https://scholar.google.com/scholar?q=related:O6NW7hjRPkIJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
38,"F Chen, NC Romano, JF Nunamaker","A collaborative project management approach and a framework for its supporting systems",2006,"… Information Management …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=939627","https://scholar.google.com/scholar?cites=3092636868042099048&as_sdt=2005&sciodt=0,5&hl=en",37,"2024-10-08 13:47:28","","","","",,,,,38,2.11,13,3,18,"… collaborative project management, virtual teams, and computer mediated communication. … His research areas include deception detection in computer-mediated environments, the …","https://scholarworks.lib.csusb.edu/cgi/viewcontent.cgi?article=1164&context=jitim","https://scholar.google.com/scholar?q=related:aAntkthA6yoJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
14,"IB Hong","Building initial trust in an intermediary in B2C online marketplaces: The Korean evidence from Interpark. com",2018,"Journal of Global Information Management (JGIM)","igi-global.com","https://www.igi-global.com/article/building-initial-trust-in-an-intermediary-in-b2c-online-marketplaces/201006","https://scholar.google.com/scholar?cites=6283298766686707077&as_sdt=2005&sciodt=0,5&hl=en",38,"2024-10-08 13:47:28","","","","",,,,,14,2.33,14,1,6,"The author develops and test a consumer trust model for building first-time buyer's trust in an intermediary in Korean online marketplaces. Data was collected via a questionnaire survey …","https://www.researchgate.net/profile/Ilyoo-Hong/publication/323588944_Building_Initial_Trust_in_an_Intermediary_in_B2C_Online_Marketplaces_The_Korean_Evidence_From_Interparkcom/links/5b87db62299bf1d5a7317b14/Building-Initial-Trust-in-an-Intermediary-in-B2C-Online-Marketplaces-The-Korean-Evidence-From-Interparkcom.pdf","https://scholar.google.com/scholar?q=related:hd0CHvDCMlcJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
0,"وحید متقی, مهدی اسماعیلی…","ارائه رویکرد ترکیبی مبتنی بر یادگیری عمیق و یادگیری ماشین جهت تشخیص اخبار جعلی: مطالعه موردی اخبار فارسی در حوزه کرونا ویروس 5‎",,"… Management, 2022‎","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=24766658&AN=161754219&h=92MVIgXSilkJjygr9Fiv4f9QN%2FKqYcSZr87sTcbKwNl4dbHFARLHAHdKWoUf2qQPFZhFPihLPQf%2BvZRwJEKobA%3D%3D&crl=c","",40,"2024-10-08 13:47:28","","","","",,,,,0,0.00,0,3,,"Objectives: False or unconfirmed information is published on the web like accurate information, so it can become viral and influence public opinion and decisions. Fake news and …","","https://scholar.google.com/scholar?q=related:2FGhMefk0C4J:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
38,"E Nuraihan Mior Ibrahim, N Laila, Noor…","Trust or distrust in the web‐mediated information environment (W‐MIE) A perspective of online Muslim users",2009,"… Management","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/17410390910993527/full/html","https://scholar.google.com/scholar?cites=10813742844530885833&as_sdt=2005&sciodt=0,5&hl=en",1,"2024-10-08 13:47:28","HTML","10.1108/17410390910993527","","",,,,,38,2.53,10,4,15,"Purpose – The proliferation of the internet as the means for knowledge and information exchange gives rise to new issues of sustaining trust within web‐mediated information …","https://www.emerald.com/insight/content/doi/10.1108/17410390910993527/full/html","https://scholar.google.com/scholar?q=related:yYSvzNIhEpYJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
7,"B Richard Cowan, M A. Jack","The impact of identity on anxiety during wiki editing in higher education",2014,"… of Enterprise Information Management","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/JEIM-09-2012-0057/full/html","https://scholar.google.com/scholar?cites=12360033986741073328&as_sdt=2005&sciodt=0,5&hl=en",7,"2024-10-08 13:47:28","HTML","10.1108/JEIM-09-2012-0057","","",,,,,7,0.70,4,2,10,"… Research into computer-mediated communication (CMC) has demonstrated that this relatively anonymous communication medium leads to less inhibition and a reduction in user self-…","https://www.emerald.com/insight/content/doi/10.1108/JEIM-09-2012-0057/full/html","https://scholar.google.com/scholar?q=related:sPV0t2yph6sJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
264,"N Oly Ndubisi, M Jantan","Evaluating IS usage in Malaysian small and medium‐sized firms using the technology acceptance model",2003,"Logistics information management","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/09576050310503411/full/html","https://scholar.google.com/scholar?cites=17865437142559282212&as_sdt=2005&sciodt=0,5&hl=en",9,"2024-10-08 13:47:28","HTML","10.1108/09576050310503411","","",,,,,264,12.57,132,2,21,"… The first caveat of note is the possible deception that once systems are useful, usage will rise … Another caveat is the deception that computing skill and technical support can substitute for …","https://www.emerald.com/insight/content/doi/10.1108/09576050310503411/full/html","https://scholar.google.com/scholar?q=related:JNRQD23I7vcJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
10,"NK Agarwal, T Mitiku, W Lu","Disconnectedness in a connected world: why people ignore messages and calls",2022,"… Journal of Information Management","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/AJIM-05-2021-0150/full/html","https://scholar.google.com/scholar?cites=7266045350964986062&as_sdt=2005&sciodt=0,5&hl=en",11,"2024-10-08 13:47:28","HTML","10.1108/AJIM-05-2021-0150","","",,,,,10,5.00,3,3,2,"… Depending on the motivation and deception used by the receiver, and the valence of the sender, the non-response of messages or calls can impact the relationship between the sender …","https://www.emerald.com/insight/content/doi/10.1108/AJIM-05-2021-0150/full/html","https://scholar.google.com/scholar?q=related:zoAl4r8t1mQJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
524,"M Hajli","A research framework for social commerce adoption",2013,"Information Management & Computer Security","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/IMCS-04-2012-0024/full/html","https://scholar.google.com/scholar?cites=12946985688796851672&as_sdt=2005&sciodt=0,5&hl=en",15,"2024-10-08 13:47:28","HTML","10.1108/IMCS-04-2012-0024","","",,,,,524,47.64,524,1,11,"Purpose – Social relationships on the internet through the emergence of Web 2.0 applications created new opportunities for business. This is mainly because of the growth of social …","https://www.emerald.com/insight/content/doi/10.1108/IMCS-04-2012-0024/full/html","https://scholar.google.com/scholar?q=related:2G3NTOPurLMJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
41,"HJ Parker, SV Flowerday","Contributing factors to increased susceptibility to social media phishing attacks",2020,"… African Journal of Information Management","scielo.org.za","https://www.scielo.org.za/scielo.php?pid=S1560-683X2020000100006&script=sci_arttext","https://scholar.google.com/scholar?cites=15476054063273546539&as_sdt=2005&sciodt=0,5&hl=en",21,"2024-10-08 13:47:28","HTML","","","",,,,,41,10.25,21,2,4,"PARKER, Heather J. and FLOWERDAY, Stephen V.. Contributing factors to increased susceptibility to social media phishing attacks. SAJIM (Online)[online]. 2020, vol. 22, n. 1, pp. 1-10. …","https://www.scielo.org.za/scielo.php?pid=S1560-683X2020000100006&script=sci_arttext","https://scholar.google.com/scholar?q=related:KxMpxiz9xdYJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
0,"J Li, DC Yen, P Zhang, X Liu","Collaborative online shopping: customer satisfaction and the influence of product type, gender and involvement",2024,"… Journal of Information Management","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/AJIM-09-2023-0349/full/html","",24,"2024-10-08 13:47:28","HTML","10.1108/AJIM-09-2023-0349","","",,,,,0,0.00,0,4,1,"… Another important feature of COS is its association with computer-mediated communication (CMC) because partners can only accomplish online collaboration by sending and receiving …","https://www.emerald.com/insight/content/doi/10.1108/AJIM-09-2023-0349/full/html","https://scholar.google.com/scholar?q=related:UaJmiakM7vIJ:scholar.google.com/&scioq=source:%22information+management%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
