Title,URL,Volume Issue,Vol Issue Year
Government-Led digital transformation in FinTech ecosystems,https://www.sciencedirect.com/science/article/pii/S0963868724000313,"Volume 33, Issue 3",September 2024
Liminal digital transformation in public sector: The case of UK policing,https://www.sciencedirect.com/science/article/pii/S0963868724000337,"Volume 33, Issue 3",September 2024
Editorial Board,https://www.sciencedirect.com/science/article/pii/S096386872400026X,"Volume 33, Issue 2",June 2024
Welcome to the second issue of Volume 33 of the Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868724000222,"Volume 33, Issue 2",June 2024
Toward a better digital future: Balancing the utopic and dystopic ramifications of digitalization,https://www.sciencedirect.com/science/article/pii/S0963868724000167,"Volume 33, Issue 2",June 2024
Digital transformation requires digital resource primacy: Clarification and future research directions,https://www.sciencedirect.com/science/article/pii/S0963868724000179,"Volume 33, Issue 2",June 2024
Empowering rural micro-entrepreneurs through technoficing: A process model for mobilizing and developing indigenous knowledge,https://www.sciencedirect.com/science/article/pii/S0963868724000180,"Volume 33, Issue 2",June 2024
A relational view of how social capital contributes to effective digital transformation outcomes,https://www.sciencedirect.com/science/article/pii/S0963868724000192,"Volume 33, Issue 2",June 2024
Fostering humanistic algorithmic management: A process of enacting human-algorithm complementarity,https://www.sciencedirect.com/science/article/pii/S0963868724000209,"Volume 33, Issue 2",June 2024
Crowdsourcing for innovation: Effects of idea content and competition intensity on idea success,https://www.sciencedirect.com/science/article/pii/S0963868724000210,"Volume 33, Issue 2",June 2024
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868724000106,"Volume 33, Issue 1",March 2024
Welcome to the first issue of Volume 33 of the Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868724000064,"Volume 33, Issue 1",March 2024
Evolving strategic IS themes,https://www.sciencedirect.com/science/article/pii/S0963868724000039,"Volume 33, Issue 1",March 2024
The strategic value of DEI in the information systems discipline,https://www.sciencedirect.com/science/article/pii/S0963868724000052,"Volume 33, Issue 1",March 2024
Configuring alliance portfolios for digital innovation,https://www.sciencedirect.com/science/article/pii/S0963868723000549,"Volume 33, Issue 1",March 2024
Does adopting inner source increase job satisfaction? A social capital perspective using a mixed-methods approach,https://www.sciencedirect.com/science/article/pii/S0963868724000015,"Volume 33, Issue 1",March 2024
Strategic utilization of software patents to counteract rival penetration in the IT industry,https://www.sciencedirect.com/science/article/pii/S0963868724000027,"Volume 33, Issue 1",March 2024
Unpacking the process of conceptual leaping in the conduct of literature reviews,https://www.sciencedirect.com/science/article/pii/S0963868724000040,"Volume 33, Issue 1",March 2024
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868723000598,"Volume 32, Issue 4",December 2023
Welcome to the fourth issue of volume 32 of the Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868723000537,"Volume 32, Issue 4",December 2023
Doing strategic information systems research for public value,https://www.sciencedirect.com/science/article/pii/S0963868723000513,"Volume 32, Issue 4",December 2023
Managing historical conditions in information systems strategizing: An imprinting perspective,https://www.sciencedirect.com/science/article/pii/S0963868723000409,"Volume 32, Issue 4",December 2023
Doing good by going digital: A taxonomy of digital social innovation in the context of incumbents,https://www.sciencedirect.com/science/article/pii/S0963868723000525,"Volume 32, Issue 4",December 2023
How software as a service simultaneously affords organizational agility and inertia,https://www.sciencedirect.com/science/article/pii/S0963868723000501,"Volume 32, Issue 4",December 2023
Machine learning advice in managerial decision-making: The overlooked role of decision makers’ advice utilization,https://www.sciencedirect.com/science/article/pii/S0963868723000367,"Volume 32, Issue 4",December 2023
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868723000446,"Volume 32, Issue 3",September 2023
Welcome to the third issue of Volume 32 of the Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868723000392,"Volume 32, Issue 3",September 2023
Literature review in the generative AI era - how to make a compelling contribution,https://www.sciencedirect.com/science/article/pii/S0963868723000343,"Volume 32, Issue 3",September 2023
Ethical management of human-AI interaction: Theory development review,https://www.sciencedirect.com/science/article/pii/S0963868723000185,"Volume 32, Issue 3",September 2023
Reconceptualizing platforms in information systems research through the lens of service-dominant logic,https://www.sciencedirect.com/science/article/pii/S0963868723000379,"Volume 32, Issue 3",September 2023
The strategic value of IT-enabled self-organised collectives during crises,https://www.sciencedirect.com/science/article/pii/S0963868723000380,"Volume 32, Issue 3",September 2023
Information systems for sustainable remote workplaces,https://www.sciencedirect.com/science/article/pii/S0963868723000355,"Volume 32, Issue 3",September 2023
Publisher’s note,https://www.sciencedirect.com/science/article/pii/S0963868723000331,"Volume 32, Issue 3",September 2023
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868723000276,"Volume 32, Issue 2",June 2023
Welcome to the second issue of Volume 32 of the Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868723000239,"Volume 32, Issue 2",June 2023
DEI in the IS discipline: What can we do better?,https://www.sciencedirect.com/science/article/pii/S0963868723000215,"Volume 32, Issue 2",June 2023
The influence of project initiators’ person-to-person followership on project popularity in open source communities: The role of reach and importance,https://www.sciencedirect.com/science/article/pii/S0963868723000173,"Volume 32, Issue 2",June 2023
Business-IT alignment as a coevolution process: An empirical study,https://www.sciencedirect.com/science/article/pii/S0963868723000227,"Volume 32, Issue 2",June 2023
Can ICT enhance workplace inclusion? ICT-enabled workplace inclusion practices and a new agenda for inclusion research in Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868723000197,"Volume 32, Issue 2",June 2023
Responsibly strategizing with the metaverse: Business implications and DEI opportunities and challenges,https://www.sciencedirect.com/science/article/pii/S0963868723000203,"Volume 32, Issue 2",June 2023
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868723000082,"Volume 32, Issue 1",March 2023
Welcome to the first issue of Volume 32 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868723000112,"Volume 32, Issue 1",March 2023
Assessing a manuscript’s state of readiness on its journey towards publication,https://www.sciencedirect.com/science/article/pii/S0963868723000124,"Volume 32, Issue 1",March 2023
Digital new market creation by incumbent firms: A political lens on the effect of formalization on agility,https://www.sciencedirect.com/science/article/pii/S096386872300001X,"Volume 32, Issue 1",March 2023
Digital transformation in high-reliability organizations: A longitudinal study of the micro-foundations of failure,https://www.sciencedirect.com/science/article/pii/S0963868723000021,"Volume 32, Issue 1",March 2023
Digital workplace transformation: Subtraction logic as deinstitutionalising the taken-for-granted,https://www.sciencedirect.com/science/article/pii/S0963868723000033,"Volume 32, Issue 1",March 2023
The business model portfolio as a strategic tool for value creation and business performance,https://www.sciencedirect.com/science/article/pii/S0963868723000045,"Volume 32, Issue 1",March 2023
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868722000488,"Volume 31, Issue 4",December 2022
Welcome to this 4th issue of Volume 31 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868722000439,"Volume 31, Issue 4",December 2022
Ruminations of an Editor-in-Chief,https://www.sciencedirect.com/science/article/pii/S0963868722000427,"Volume 31, Issue 4",December 2022
Pathways to digital business models: The connection of sensing and seizing in business model innovation,https://www.sciencedirect.com/science/article/pii/S0963868722000385,"Volume 31, Issue 4",December 2022
Firm diversity and data breach risk: A longitudinal study,https://www.sciencedirect.com/science/article/pii/S0963868722000397,"Volume 31, Issue 4",December 2022
Resourcing with data: Unpacking the process of creating data-driven value propositions,https://www.sciencedirect.com/science/article/pii/S0963868722000403,"Volume 31, Issue 4",December 2022
Creating business value with process mining,https://www.sciencedirect.com/science/article/pii/S0963868722000415,"Volume 31, Issue 4",December 2022
Editorial Board,https://www.sciencedirect.com/science/article/pii/S096386872200035X,"Volume 31, Issue 3",September 2022
A taxonomy of scaling agility,https://www.sciencedirect.com/science/article/pii/S0963868722000178,"Volume 31, Issue 3",September 2022
Shifting ML value creation mechanisms: A process model of ML value creation,https://www.sciencedirect.com/science/article/pii/S0963868722000300,"Volume 31, Issue 3",September 2022
From information systems resources to effective use: Moderating effect of network embeddedness,https://www.sciencedirect.com/science/article/pii/S0963868722000312,"Volume 31, Issue 3",September 2022
Orchestrating the digital transformation of a business ecosystem,https://www.sciencedirect.com/science/article/pii/S0963868722000294,"Volume 31, Issue 3",September 2022
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868722000245,June 2022,June 2022
Welcome to this 2nd issue of Volume 31 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868722000191,June 2022,June 2022
The JSIS annual review issue: A case of swift institutionalization,https://www.sciencedirect.com/science/article/pii/S096386872200018X,June 2022,June 2022
Information Technology–Supported value Co-Creation and Co-Destruction via social interaction and resource integration in service systems,https://www.sciencedirect.com/science/article/pii/S0963868722000154,June 2022,June 2022
Strategic innovation through outsourcing – A theoretical review,https://www.sciencedirect.com/science/article/pii/S0963868722000142,June 2022,June 2022
"Digital strategizing: An assessing review, definition, and research agenda",https://www.sciencedirect.com/science/article/pii/S0963868722000166,June 2022,June 2022
Immersive virtual reality in the age of the Metaverse: A hybrid-narrative review based on the technology affordance perspective,https://www.sciencedirect.com/science/article/pii/S0963868722000130,June 2022,June 2022
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868722000099,"Volume 31, Issue 1",March 2022
Welcome to this 1st issue of volume 31 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868722000051,"Volume 31, Issue 1",March 2022
Disciplined autonomy: How business analytics complements customer involvement for digital innovation,https://www.sciencedirect.com/science/article/pii/S0963868722000026,"Volume 31, Issue 1",March 2022
Digital at the edge – antecedents and performance effects of boundary resource deployment,https://www.sciencedirect.com/science/article/pii/S096386872200004X,"Volume 31, Issue 1",March 2022
Strategic roles of IT modernization and cloud migration in reducing cybersecurity risks of organizations: The case of U.S. federal government,https://www.sciencedirect.com/science/article/pii/S0963868722000038,"Volume 31, Issue 1",March 2022
When and why technology leadership enters the C-suite: An antecedents perspective on CIO presence,https://www.sciencedirect.com/science/article/pii/S0963868722000014,"Volume 31, Issue 1",March 2022
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868721000482,December 2021,December 2021
Welcome to this 4th issue of Volume 30 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868721000445,December 2021,December 2021
The role of IT in organizational innovation – A systematic literature review,https://www.sciencedirect.com/science/article/pii/S0963868721000433,December 2021,December 2021
Opening organizational learning in crisis management: On the affordances of social media,https://www.sciencedirect.com/science/article/pii/S0963868721000391,December 2021,December 2021
Information systems security research agenda: Exploring the gap between research and practice,https://www.sciencedirect.com/science/article/pii/S0963868721000408,December 2021,December 2021
Exploring the boundaries and processes of digital platforms for knowledge work: A review of information systems research,https://www.sciencedirect.com/science/article/pii/S096386872100041X,December 2021,December 2021
Digital innovation: Review and novel perspective,https://www.sciencedirect.com/science/article/pii/S0963868721000421,December 2021,December 2021
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868721000354,"Volume 30, Issue 3",September 2021
Welcome to this 3RD issue of Volume 30 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868721000317,"Volume 30, Issue 3",September 2021
Digital opportunities for incumbents – A resource-centric perspective,https://www.sciencedirect.com/science/article/pii/S0963868721000172,"Volume 30, Issue 3",September 2021
Sustaining collaborative software development through strategic consortium,https://www.sciencedirect.com/science/article/pii/S0963868721000184,"Volume 30, Issue 3",September 2021
Understanding and measuring formal communication quality for technology implementation: A test during the anticipation stage,https://www.sciencedirect.com/science/article/pii/S0963868721000160,"Volume 30, Issue 3",September 2021
Digital strategy aligning in SMEs: A dynamic capabilities perspective,https://www.sciencedirect.com/science/article/pii/S0963868721000299,"Volume 30, Issue 3",September 2021
We’re engaged! Following the path to a successful information management capability,https://www.sciencedirect.com/science/article/pii/S0963868721000287,"Volume 30, Issue 3",September 2021
The lifecycle of algorithmic decision-making systems: Organizational choices and ethical challenges,https://www.sciencedirect.com/science/article/pii/S0963868721000305,"Volume 30, Issue 3",September 2021
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868721000238,"Volume 30, Issue 2",June 2021
Welcome to this 2nd issue of Volume 30 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868721000196,"Volume 30, Issue 2",June 2021
Relating agility and electronic integration: The role of knowledge and process coordination mechanisms,https://www.sciencedirect.com/science/article/pii/S0963868721000019,"Volume 30, Issue 2",June 2021
SISP as practice: De-isolating SISP activity across multiple levels,https://www.sciencedirect.com/science/article/pii/S0963868721000056,"Volume 30, Issue 2",June 2021
The impact of structure and flux of corporate boards on organizational performance: A perspective from the information technology industry,https://www.sciencedirect.com/science/article/pii/S0963868721000147,"Volume 30, Issue 2",June 2021
Realizing value from shadow analytics: A case study,https://www.sciencedirect.com/science/article/pii/S0963868721000159,"Volume 30, Issue 2",June 2021
Editorial Board,https://www.sciencedirect.com/science/article/pii/S096386872100010X,"Volume 30, Issue 1",March 2021
Welcome to this 1st issue of Volume 30 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868721000068,"Volume 30, Issue 1",March 2021
Examining interdependence between product users and employees in online user communities: The role of employee-generated content,https://www.sciencedirect.com/science/article/pii/S0963868721000044,"Volume 30, Issue 1",March 2021
The nature of IT use in temporary organizations,https://www.sciencedirect.com/science/article/pii/S0963868721000020,"Volume 30, Issue 1",March 2021
Strategic innovation in IT outsourcing: Exploring the differential and interaction effects of contractual and relational governance mechanisms,https://www.sciencedirect.com/science/article/pii/S0963868721000032,"Volume 30, Issue 1",March 2021
The contingent role of interproject connectedness in cultivating open source software projects,https://www.sciencedirect.com/science/article/pii/S0963868720300068,"Volume 30, Issue 1",March 2021
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868720300548,December 2020,December 2020
Welcome to this 4th issue of Volume 29 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868720300482,December 2020,December 2020
Crowdsourcing as a strategic IS sourcing phenomenon: Critical review and insights for future research,https://www.sciencedirect.com/science/article/pii/S0963868720300019,December 2020,December 2020
The strategic impacts of Intelligent Automation for knowledge and service work: An interdisciplinary review,https://www.sciencedirect.com/science/article/pii/S0963868720300081,December 2020,December 2020
Literature review: Understanding information systems strategy in the digital age,https://www.sciencedirect.com/science/article/pii/S0963868720300500,December 2020,December 2020
Human resource management and its impact on strategic business-IT alignment: A literature review and avenues for future research,https://www.sciencedirect.com/science/article/pii/S0963868720300494,December 2020,December 2020
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868720300457,"Volume 29, Issue 3",September 2020
The past and future of The Journal of Strategic Information Systems: A conversation with Bob Galliers,https://www.sciencedirect.com/science/article/pii/S0963868720300202,"Volume 29, Issue 3",September 2020
Effectual tactics in digital intrapreneurship: A process model,https://www.sciencedirect.com/science/article/pii/S0963868720300251,"Volume 29, Issue 3",September 2020
Accomplishing the layered modular architecture in digital innovation: The case of the car’s driver information module,https://www.sciencedirect.com/science/article/pii/S0963868720300299,"Volume 29, Issue 3",September 2020
Examining relational digital transformation through the unfolding of local practices of the Finnish taxi industry,https://www.sciencedirect.com/science/article/pii/S0963868720300305,"Volume 29, Issue 3",September 2020
Aligning the IT portfolio with business strategy: Evidence for complementarity of corporate and business unit alignment,https://www.sciencedirect.com/science/article/pii/S0963868720300317,"Volume 29, Issue 3",September 2020
The contribution of IT-leveraging capability for collaborative product development with suppliers,https://www.sciencedirect.com/science/article/pii/S096386872030041X,"Volume 29, Issue 3",September 2020
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868720300354,June 2020,June 2020
Viewpoint: Information systems research strategy,https://www.sciencedirect.com/science/article/pii/S0963868720300287,June 2020,June 2020
Introduction,https://www.sciencedirect.com/science/article/pii/S0963868720300275,June 2020,June 2020
Digital work and organisational transformation: Emergent Digital/Human work configurations in modern organisations,https://www.sciencedirect.com/science/article/pii/S0963868720300263,June 2020,June 2020
The digital work of strategists: Using open strategy for organizational transformation,https://www.sciencedirect.com/science/article/pii/S0963868720300214,June 2020,June 2020
Platform drifting: When work digitalization hijacks its spirit,https://www.sciencedirect.com/science/article/pii/S0963868720300238,June 2020,June 2020
Augmenting the algorithm: Emerging human-in-the-loop work configurations,https://www.sciencedirect.com/science/article/pii/S0963868720300226,June 2020,June 2020
Balancing fluid and cemented routines in a digital workplace,https://www.sciencedirect.com/science/article/pii/S096386872030024X,June 2020,June 2020
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868720300135,"Volume 29, Issue 1",March 2020
Welcome to this 1st issue of volume 29 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868720300093,"Volume 29, Issue 1",March 2020
Organizational buyers’ assimilation of B2B platforms: Effects of IT-enabled service functionality,https://www.sciencedirect.com/science/article/pii/S0963868720300056,"Volume 29, Issue 1",March 2020
Information Technology and organizational innovation: Harmonious information technology affordance and courage-based actualization,https://www.sciencedirect.com/science/article/pii/S0963868720300044,"Volume 29, Issue 1",March 2020
IOS drivers of manufacturer-supplier flexibility and manufacturer agility,https://www.sciencedirect.com/science/article/pii/S0963868720300020,"Volume 29, Issue 1",March 2020
IT outsourcing success: A dynamic capability-based model,https://www.sciencedirect.com/science/article/pii/S096386872030007X,"Volume 29, Issue 1",March 2020
Worker stress in the age of mobile technology: The combined effects of perceived interruption overload and worker control,https://www.sciencedirect.com/science/article/pii/S0963868720300032,"Volume 29, Issue 1",March 2020
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868719303129,"Volume 28, Issue 4",December 2019
Welcome to this 4th issue of volume 28 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868719302884,"Volume 28, Issue 4",December 2019
Invited Viewpoint: How well does the Information Systems discipline fare in the Financial Times’ top 50 Journal list?,https://www.sciencedirect.com/science/article/pii/S0963868719302719,"Volume 28, Issue 4",December 2019
The roots of misalignment: Insights on strategy implementation from a system dynamics perspective,https://www.sciencedirect.com/science/article/pii/S0963868718301793,"Volume 28, Issue 4",December 2019
Congruent patterns of outsourcing capabilities: A bilateral perspective,https://www.sciencedirect.com/science/article/pii/S0963868718303196,"Volume 28, Issue 4",December 2019
"Business intelligence and analytics use, innovation ambidexterity, and firm performance: A dynamic capabilities perspective",https://www.sciencedirect.com/science/article/pii/S0963868718303652,"Volume 28, Issue 4",December 2019
Dynamic information technology capability: Concept definition and framework development,https://www.sciencedirect.com/science/article/pii/S0963868717301415,"Volume 28, Issue 4",December 2019
Strategic signaling through cloud service certifications: Comparing the relative importance of certifications’ assurances to companies and consumers,https://www.sciencedirect.com/science/article/pii/S0963868719300241,"Volume 28, Issue 4",December 2019
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868719301891,"Volume 28, Issue 3",September 2019
Editorial,https://www.sciencedirect.com/science/article/pii/S0963868719301751,"Volume 28, Issue 3",September 2019
A comprehensive framework to research digital innovation: The joint use of the systems of innovation and critical realism,https://www.sciencedirect.com/science/article/pii/S0963868717301233,"Volume 28, Issue 3",September 2019
Enterprise reputation threats on social media: A case of data breach framing,https://www.sciencedirect.com/science/article/pii/S0963868718300064,"Volume 28, Issue 3",September 2019
Using a business process management system to model dynamic teaching methods,https://www.sciencedirect.com/science/article/pii/S0963868716301664,"Volume 28, Issue 3",September 2019
How employees gain meta-knowledge using enterprise social networks: A validation and extension of communication visibility theory,https://www.sciencedirect.com/science/article/pii/S0963868717303785,"Volume 28, Issue 3",September 2019
Reappraising maturity models in e-Government research: The trajectory-turning point theory,https://www.sciencedirect.com/science/article/pii/S0963868717303694,"Volume 28, Issue 3",September 2019
Exploring complexity and contradiction in information technology outsourcing: A set-theoretical approach,https://www.sciencedirect.com/science/article/pii/S0963868718303330,"Volume 28, Issue 3",September 2019
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868719301106,Pages 101-238 (June 2019),June 2019
Editorial,https://www.sciencedirect.com/science/article/pii/S0963868719301064,Pages 101-238 (June 2019),June 2019
Design of review systems – A strategic instrument to shape online reviewing behavior and economic outcomes,https://www.sciencedirect.com/science/article/pii/S0963868717302263,Pages 101-238 (June 2019),June 2019
Understanding digital transformation: A review and a research agenda,https://www.sciencedirect.com/science/article/pii/S0963868717302196,Pages 101-238 (June 2019),June 2019
A review of the ICT-enabled development literature: Towards a power parity theory of ICT4D,https://www.sciencedirect.com/science/article/pii/S0963868717302391,Pages 101-238 (June 2019),June 2019
Crowdwork platform governance toward organizational value creation,https://www.sciencedirect.com/science/article/pii/S0963868717302445,Pages 101-238 (June 2019),June 2019
A review of the practical relevance of IS strategy scholarly research,https://www.sciencedirect.com/science/article/pii/S0963868717302135,Pages 101-238 (June 2019),June 2019
Information technology and the search for organizational agility: A systematic review with future research possibilities,https://www.sciencedirect.com/science/article/pii/S0963868717302160,Pages 101-238 (June 2019),June 2019
Editorial Board,https://www.sciencedirect.com/science/article/pii/S096386871930040X,"Volume 28, Issue 1",March 2019
Welcome to this first issue of Volume 28 of The Journal of Strategic Information Systems!,https://www.sciencedirect.com/science/article/pii/S0963868719300368,"Volume 28, Issue 1",March 2019
What we talk about when we talk about (big) data,https://www.sciencedirect.com/science/article/pii/S0963868718302622,"Volume 28, Issue 1",March 2019
Digital transformation strategy making in pre-digital organizations: The case of a financial services provider,https://www.sciencedirect.com/science/article/pii/S0963868718300143,"Volume 28, Issue 1",March 2019
Dealing with digital traces: Understanding protective behaviors on mobile devices,https://www.sciencedirect.com/science/article/pii/S0963868717303402,"Volume 28, Issue 1",March 2019
"Affordances, experimentation and actualization of FinTech: A blockchain implementation study",https://www.sciencedirect.com/science/article/pii/S0963868717302664,"Volume 28, Issue 1",March 2019
Decision-making and biases in cybersecurity capability development: Evidence from a simulation game experiment,https://www.sciencedirect.com/science/article/pii/S0963868717304353,"Volume 28, Issue 1",March 2019
"The CIO stereotype: Content, bias, and impact",https://www.sciencedirect.com/science/article/pii/S0963868717303517,"Volume 28, Issue 1",March 2019
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868718303433,Pages 275-384 (December 2018),December 2018
Editorial on Generating Business and Social Value from Digital Entrepreneurship and Innovation,https://www.sciencedirect.com/science/article/pii/S0963868718303469,Pages 275-384 (December 2018),December 2018
Not all digital venture ideas are created equal: Implications for venture creation processes,https://www.sciencedirect.com/science/article/pii/S0963868717301002,Pages 275-384 (December 2018),December 2018
Developing and maintaining clients’ trust through institutional mechanisms in online service markets for digital entrepreneurs: A process model,https://www.sciencedirect.com/science/article/pii/S0963868717301142,Pages 275-384 (December 2018),December 2018
When guanxi meets structural holes: Exploring the guanxi networks of Chinese entrepreneurs on digital platforms,https://www.sciencedirect.com/science/article/pii/S0963868717301026,Pages 275-384 (December 2018),December 2018
Assessing value creation in digital innovation ecosystems: A Social Media Analytics approach,https://www.sciencedirect.com/science/article/pii/S0963868717300938,Pages 275-384 (December 2018),December 2018
Money is not everything: A typology of crowdfunding project creators,https://www.sciencedirect.com/science/article/pii/S0963868717300914,Pages 275-384 (December 2018),December 2018
"Generating innovation potential: How digital entrepreneurs conceal, sequence, anchor, and propagate new technology",https://www.sciencedirect.com/science/article/pii/S0963868717301154,Pages 275-384 (December 2018),December 2018
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868718302816,"Volume 27, Issue 3",September 2018
Welcome to the third issue of Volume 27 of The Journal of Strategic Information Systems,https://www.sciencedirect.com/science/article/pii/S0963868718302956,"Volume 27, Issue 3",September 2018
Who delivers the bigger bang for the buck: CMO or CIO?,https://www.sciencedirect.com/science/article/pii/S0963868717303414,"Volume 27, Issue 3",September 2018
When decision support systems fail: Insights for strategic information systems from Formula 1,https://www.sciencedirect.com/science/article/pii/S096386871630138X,"Volume 27, Issue 3",September 2018
Sourcing knowledge in open source software projects: The impacts of internal and external social capital on project success,https://www.sciencedirect.com/science/article/pii/S0963868716301251,"Volume 27, Issue 3",September 2018
The doctrine of the mean: Reference groups and public information systems development,https://www.sciencedirect.com/science/article/pii/S0963868716301457,"Volume 27, Issue 3",September 2018
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0963868718301549,"Volume 27, Issue 2",June 2018
Editorial,https://www.sciencedirect.com/science/article/pii/S0963868718301756,"Volume 27, Issue 2",June 2018
An affordance perspective of enterprise social media and organizational socialization,https://www.sciencedirect.com/science/article/pii/S0963868717301798,"Volume 27, Issue 2",June 2018
Achieving benefits with enterprise architecture,https://www.sciencedirect.com/science/article/pii/S0963868716302360,"Volume 27, Issue 2",June 2018
Sustaining and advancing IT careers: Women’s experiences in a UK-based IT company,https://www.sciencedirect.com/science/article/pii/S0963868716302311,"Volume 27, Issue 2",June 2018
How and why trust matters in post-adoptive usage: The mediating roles of internal and external self-efficacy,https://www.sciencedirect.com/science/article/pii/S0963868717302706,"Volume 27, Issue 2",June 2018
