https://aisel.aisnet.org/jais/vol26/iss1/4,Journal of the Association for Information Systems,Shadows and Screens: Exploring the Impact of Astroturfing as a Facet of Fake Reviews in the Movie Industry’s Social Media Dynamics,No Abstract,Xueyan Yin,Xueyan Yin,City University of Hong Kong,Hong Kong,Hong Kong
https://aisel.aisnet.org/jais/vol26/iss1/4,Journal of the Association for Information Systems,Shadows and Screens: Exploring the Impact of Astroturfing as a Facet of Fake Reviews in the Movie Industry’s Social Media Dynamics,No Abstract,Ying Liu,Ying Liu,University of Massachusetts Amherst,Massachusetts,United States
https://aisel.aisnet.org/jais/vol26/iss1/4,Journal of the Association for Information Systems,Shadows and Screens: Exploring the Impact of Astroturfing as a Facet of Fake Reviews in the Movie Industry’s Social Media Dynamics,No Abstract,Pei-yu Chen,Pei-yu Chen,Arizona State University,Arizona,United States
https://aisel.aisnet.org/jais/vol26/iss1/4,Journal of the Association for Information Systems,Shadows and Screens: Exploring the Impact of Astroturfing as a Facet of Fake Reviews in the Movie Industry’s Social Media Dynamics,No Abstract,Zhan Shi,Zhan Shi,Arizona State University,Arizona,United States
https://aisel.aisnet.org/jais/vol26/iss1/3,Journal of the Association for Information Systems,Mobile App Startups and New Entry Threats: The Role of Performance Signals,No Abstract,Franck Soh,Franck Soh,Texas Christian University,Texas,United States
https://aisel.aisnet.org/jais/vol26/iss1/3,Journal of the Association for Information Systems,Mobile App Startups and New Entry Threats: The Role of Performance Signals,No Abstract,Varun Grover,Varun Grover,University of Arkansas,Arkansas,United States
https://aisel.aisnet.org/jais/vol26/iss1/2,Journal of the Association for Information Systems,From Detractors to Enhancers: Harnessing the Power of Ad Customization for User Engagement on Media Websites,No Abstract,Martin Adam,Martin Adam,University of Göttingen,Lower Saxony,Germany
https://aisel.aisnet.org/jais/vol26/iss1/2,Journal of the Association for Information Systems,From Detractors to Enhancers: Harnessing the Power of Ad Customization for User Engagement on Media Websites,No Abstract,Dominick Kosin,Dominick Kosin,McKinsey & Company,Unknown,United States
https://aisel.aisnet.org/jais/vol26/iss1/2,Journal of the Association for Information Systems,From Detractors to Enhancers: Harnessing the Power of Ad Customization for User Engagement on Media Websites,No Abstract,Alexander Benlian,Alexander Benlian,Technical University of Darmstadt,Hesse,Germany
https://aisel.aisnet.org/jais/vol26/iss1/1,Journal of the Association for Information Systems,Experience Curves in Reward-Based Crowdfunding: An Empirical Study of Serial Creators,No Abstract,Nianxin Wang,Nianxin Wang,Jiangsu University of Science and Technology,Jiangsu,China
https://aisel.aisnet.org/jais/vol26/iss1/1,Journal of the Association for Information Systems,Experience Curves in Reward-Based Crowdfunding: An Empirical Study of Serial Creators,No Abstract,Qingxiang Li,Qingxiang Li,Jiangsu University of Science and Technology,Jiangsu,China
https://aisel.aisnet.org/jais/vol26/iss1/1,Journal of the Association for Information Systems,Experience Curves in Reward-Based Crowdfunding: An Empirical Study of Serial Creators,No Abstract,Huigang Liang,Huigang Liang,University of Memphis,Tennessee,United States
https://aisel.aisnet.org/jais/vol26/iss1/1,Journal of the Association for Information Systems,Experience Curves in Reward-Based Crowdfunding: An Empirical Study of Serial Creators,No Abstract,Hao Hu,Hao Hu,Wuxi University,Jiangsu,China
https://aisel.aisnet.org/jais/vol26/iss1/1,Journal of the Association for Information Systems,Experience Curves in Reward-Based Crowdfunding: An Empirical Study of Serial Creators,No Abstract,Yi Wang,Yi Wang,Southwestern University of Finance and Economics,Sichuan,China
https://aisel.aisnet.org/jais/vol26/iss2/10,Journal of the Association for Information Systems,Policy for Sociotechnical Gen AI Assessment: Leveraging End Users,No Abstract,Ju Yeon Jung,Ju Yeon Jung,University of Notre Dame,Indiana,United States
https://aisel.aisnet.org/jais/vol26/iss2/10,Journal of the Association for Information Systems,Policy for Sociotechnical Gen AI Assessment: Leveraging End Users,No Abstract,Susan J. Winter,Susan J. Winter,University of Maryland,Maryland,United States
https://aisel.aisnet.org/jais/vol26/iss2/9,Journal of the Association for Information Systems,Judging a Book by Its Cover: Understanding the Phenomenon of Fake News Propagation from an Evolutionary Psychology Perspective,No Abstract,Ashish Kumar Jha,Ashish Kumar Jha,Trinity College Dublin,Dublin,Ireland
https://aisel.aisnet.org/jais/vol26/iss2/9,Journal of the Association for Information Systems,Judging a Book by Its Cover: Understanding the Phenomenon of Fake News Propagation from an Evolutionary Psychology Perspective,No Abstract,Rohit Nishant,Rohit Nishant,Queen's University Belfast,Northern Ireland,United Kingdom
https://aisel.aisnet.org/jais/vol26/iss2/8,Journal of the Association for Information Systems,Umpires of Social Media: A Systems Science Analysis of Facebook’s Sociotechnical Content Moderation,No Abstract,Anna Zaitsev,Anna Zaitsev,University of Tampa,Florida,United States
https://aisel.aisnet.org/jais/vol26/iss2/7,Journal of the Association for Information Systems,Structural Holes and Peer Knowledge Production in Professional Q&A Communities: A Middle-Range Theory of User Engagement,No Abstract,Langtao Chen,Langtao Chen,University of Tulsa,Oklahoma,United States
https://aisel.aisnet.org/jais/vol26/iss2/7,Journal of the Association for Information Systems,Structural Holes and Peer Knowledge Production in Professional Q&A Communities: A Middle-Range Theory of User Engagement,No Abstract,Aaron Baird,Aaron Baird,Georgia State University,Georgia,United States
https://aisel.aisnet.org/jais/vol26/iss2/7,Journal of the Association for Information Systems,Structural Holes and Peer Knowledge Production in Professional Q&A Communities: A Middle-Range Theory of User Engagement,No Abstract,Detmar Straub,Detmar Straub,Temple University,Pennsylvania,United States
https://aisel.aisnet.org/jais/vol26/iss2/6,Journal of the Association for Information Systems,Technocognitive Structuration: Modeling the Role of Cognitive Structures in Technology Adaptation,No Abstract,Rob Gleasure,Rob Gleasure,Copenhagen Business School,Capital Region,Denmark
https://aisel.aisnet.org/jais/vol26/iss2/6,Journal of the Association for Information Systems,Technocognitive Structuration: Modeling the Role of Cognitive Structures in Technology Adaptation,No Abstract,Kieran Conboy,Kieran Conboy,National University of Ireland Galway,Galway,Ireland
https://aisel.aisnet.org/jais/vol26/iss2/6,Journal of the Association for Information Systems,Technocognitive Structuration: Modeling the Role of Cognitive Structures in Technology Adaptation,No Abstract,Qiqi Jiang,Qiqi Jiang,Copenhagen Business School,Capital Region,Denmark
https://aisel.aisnet.org/jais/vol26/iss2/5,Journal of the Association for Information Systems,When Everyone Is Visible No One Is: Qualifications Visibility and Labor Matching Technologies in Labor Search,No Abstract,Robert G. Fichman,Robert G. Fichman,Boston College,Massachusetts,United States
https://aisel.aisnet.org/jais/vol26/iss2/4,Journal of the Association for Information Systems,How to Develop IT Ambidexterity: Insights from the Perspective of CIO-TMT Mutual Communication,No Abstract,Nianxin Wang,Nianxin Wang,Jiangsu University of Science and Technology,Jiangsu,China
https://aisel.aisnet.org/jais/vol26/iss2/4,Journal of the Association for Information Systems,How to Develop IT Ambidexterity: Insights from the Perspective of CIO-TMT Mutual Communication,No Abstract,Hao Hu,Hao Hu,Wuxi University,Jiangsu,China
https://aisel.aisnet.org/jais/vol26/iss2/4,Journal of the Association for Information Systems,How to Develop IT Ambidexterity: Insights from the Perspective of CIO-TMT Mutual Communication,No Abstract,Huigang Liang,Huigang Liang,University of Memphis,Tennessee,United States
https://aisel.aisnet.org/jais/vol26/iss2/4,Journal of the Association for Information Systems,How to Develop IT Ambidexterity: Insights from the Perspective of CIO-TMT Mutual Communication,No Abstract,Yajiong Xue,Yajiong Xue,East Carolina University,North Carolina,United States
https://aisel.aisnet.org/jais/vol26/iss2/3,Journal of the Association for Information Systems,The Trade-Offs in Promoting Equity-Focused Initiatives in Crowdfunding,No Abstract,Lauren Rhue,Lauren Rhue,University of Maryland,Maryland,United States
https://aisel.aisnet.org/jais/vol26/iss2/2,Journal of the Association for Information Systems,Falling from Grace: Understanding Successful Crowdfunding Experiences in Serial Entrepreneurship,No Abstract,Lusi Yang,Lusi Yang,Georgia State University,Georgia,United States
https://aisel.aisnet.org/jais/vol26/iss2/2,Journal of the Association for Information Systems,Falling from Grace: Understanding Successful Crowdfunding Experiences in Serial Entrepreneurship,No Abstract,David W. Lehman,David W. Lehman,University of Virginia,Virginia,United States
https://aisel.aisnet.org/jais/vol26/iss2/2,Journal of the Association for Information Systems,Falling from Grace: Understanding Successful Crowdfunding Experiences in Serial Entrepreneurship,No Abstract,Zhiyi Wang,Zhiyi Wang,University of Colorado Boulder,Colorado,United States
https://aisel.aisnet.org/jais/vol26/iss2/1,Journal of the Association for Information Systems,"Sunk Cost Fallacy, Price Adjustment, and Subscription Services for Information Goods",No Abstract,Mingyue Zhang,Mingyue Zhang,Shanghai International Studies University,Shanghai,China
https://aisel.aisnet.org/jais/vol26/iss2/1,Journal of the Association for Information Systems,"Sunk Cost Fallacy, Price Adjustment, and Subscription Services for Information Goods",No Abstract,Jesse Bockstedt,Jesse Bockstedt,Emory University,Georgia,United States
https://aisel.aisnet.org/jais/vol26/iss2/1,Journal of the Association for Information Systems,"Sunk Cost Fallacy, Price Adjustment, and Subscription Services for Information Goods",No Abstract,Tingting Song,Tingting Song,Shanghai Jiao Tong University,Shanghai,China
https://aisel.aisnet.org/jais/vol26/iss2/1,Journal of the Association for Information Systems,"Sunk Cost Fallacy, Price Adjustment, and Subscription Services for Information Goods",No Abstract,Xuan Wei,Xuan Wei,Shanghai Jiao Tong University,Shanghai,China
https://aisel.aisnet.org/jais/vol26/iss3/10,Journal of the Association for Information Systems,Health Analytics and IS Theorizing,No Abstract,Aaron Baird,Aaron Baird,Georgia State University,Georgia,United States
https://aisel.aisnet.org/jais/vol26/iss3/10,Journal of the Association for Information Systems,Health Analytics and IS Theorizing,No Abstract,Yusen Xia,Yusen Xia,Georgia State University,Georgia,United States
https://aisel.aisnet.org/jais/vol26/iss3/10,Journal of the Association for Information Systems,Health Analytics and IS Theorizing,No Abstract,Rajiv Kohli,Rajiv Kohli,College of William & Mary,Virginia,United States
https://aisel.aisnet.org/jais/vol26/iss3/9,Journal of the Association for Information Systems,An Organizational Routines Theory of Employee Well-Being: Explaining the Love-Hate Relationship Between Electronic Health Records and Clinicians,No Abstract,Ankita Srivastava,Ankita Srivastava,Bentley University,Massachusetts,United States
https://aisel.aisnet.org/jais/vol26/iss3/9,Journal of the Association for Information Systems,An Organizational Routines Theory of Employee Well-Being: Explaining the Love-Hate Relationship Between Electronic Health Records and Clinicians,No Abstract,Surya Ayyalasomayajula,Surya Ayyalasomayajula,Arizona State University,Arizona,United States
https://aisel.aisnet.org/jais/vol26/iss3/9,Journal of the Association for Information Systems,An Organizational Routines Theory of Employee Well-Being: Explaining the Love-Hate Relationship Between Electronic Health Records and Clinicians,No Abstract,Chenzhang Bao,Chenzhang Bao,Oklahoma State University,Oklahoma,United States
https://aisel.aisnet.org/jais/vol26/iss3/9,Journal of the Association for Information Systems,An Organizational Routines Theory of Employee Well-Being: Explaining the Love-Hate Relationship Between Electronic Health Records and Clinicians,No Abstract,Sezgin Ayabakan,Sezgin Ayabakan,Temple University,Pennsylvania,United States
https://aisel.aisnet.org/jais/vol26/iss3/9,Journal of the Association for Information Systems,An Organizational Routines Theory of Employee Well-Being: Explaining the Love-Hate Relationship Between Electronic Health Records and Clinicians,No Abstract,Dursun Delen,Dursun Delen,Oklahoma State University,Oklahoma,United States
https://aisel.aisnet.org/jais/vol26/iss3/8,Journal of the Association for Information Systems,Human Behavior Mining: A Framework for Theorizing About mHealth Behavior Using Digital Trace Data,No Abstract,Monica Fallon,Monica Fallon,University of Mannheim,Baden-Württemberg,Germany
https://aisel.aisnet.org/jais/vol26/iss3/8,Journal of the Association for Information Systems,Human Behavior Mining: A Framework for Theorizing About mHealth Behavior Using Digital Trace Data,No Abstract,Jana-Rebecca Rehse,Jana-Rebecca Rehse,University of Mannheim,Baden-Württemberg,Germany
https://aisel.aisnet.org/jais/vol26/iss3/8,Journal of the Association for Information Systems,Human Behavior Mining: A Framework for Theorizing About mHealth Behavior Using Digital Trace Data,No Abstract,Armin Heinzl,Armin Heinzl,University of Mannheim,Baden-Württemberg,Germany
https://aisel.aisnet.org/jais/vol26/iss3/7,Journal of the Association for Information Systems,Boosting or Undermining? Unveiling the Two-Sided Effect of Updates in Medical Crowdfunding Campaigns,No Abstract,Chenzhang Bao,Chenzhang Bao,Oklahoma State University,Oklahoma,United States
https://aisel.aisnet.org/jais/vol26/iss3/7,Journal of the Association for Information Systems,Boosting or Undermining? Unveiling the Two-Sided Effect of Updates in Medical Crowdfunding Campaigns,No Abstract,Min Kyung Lee,Min Kyung Lee,Baylor University,Texas,United States
https://aisel.aisnet.org/jais/vol26/iss3/7,Journal of the Association for Information Systems,Boosting or Undermining? Unveiling the Two-Sided Effect of Updates in Medical Crowdfunding Campaigns,No Abstract,Wen Zhang,Wen Zhang,Baylor University,Texas,United States
https://aisel.aisnet.org/jais/vol26/iss3/6,Journal of the Association for Information Systems,"Does Workforce Diversity, Equity, and Inclusion Prevent Patient Safety Incidents? A Double Machine Learning Approach",No Abstract,Yichuan Wang,Yichuan Wang,University of Sheffield,South Yorkshire,United Kingdom
https://aisel.aisnet.org/jais/vol26/iss3/6,Journal of the Association for Information Systems,"Does Workforce Diversity, Equity, and Inclusion Prevent Patient Safety Incidents? A Double Machine Learning Approach",No Abstract,Jiao Ji,Jiao Ji,University of Sheffield,South Yorkshire,United Kingdom
https://aisel.aisnet.org/jais/vol26/iss3/6,Journal of the Association for Information Systems,"Does Workforce Diversity, Equity, and Inclusion Prevent Patient Safety Incidents? A Double Machine Learning Approach",No Abstract,Minhao Zhang,Minhao Zhang,University of Bristol,Bristol,United Kingdom
https://aisel.aisnet.org/jais/vol26/iss3/6,Journal of the Association for Information Systems,"Does Workforce Diversity, Equity, and Inclusion Prevent Patient Safety Incidents? A Double Machine Learning Approach",No Abstract,Xiaojun Wang,Xiaojun Wang,University of Birmingham,West Midlands,United Kingdom
https://aisel.aisnet.org/jais/vol26/iss3/5,Journal of the Association for Information Systems,What Is Augmented? A Metanarrative Review of AI-Based Augmentation,No Abstract,Inès Baer,Ines Baer,Vrije Universiteit Amsterdam,North Holland,Netherlands
https://aisel.aisnet.org/jais/vol26/iss3/5,Journal of the Association for Information Systems,What Is Augmented? A Metanarrative Review of AI-Based Augmentation,No Abstract,Lauren Waardenburg,Lauren Waardenburg,ESSEC Business School,Île-de-France,France
https://aisel.aisnet.org/jais/vol26/iss3/5,Journal of the Association for Information Systems,What Is Augmented? A Metanarrative Review of AI-Based Augmentation,No Abstract,Marleen Huysman,Marleen Huysman,Vrije Universiteit Amsterdam,North Holland,Netherlands
https://aisel.aisnet.org/jais/vol26/iss3/4,Journal of the Association for Information Systems,Enhancing Customer Service Chatbot Effectiveness: The Effect of Dyadic Communication Traits on Customer Purchase Intention,No Abstract,Ran Tan,Ran Tan,University of Science and Technology of China,Hefei,China
https://aisel.aisnet.org/jais/vol26/iss3/4,Journal of the Association for Information Systems,Enhancing Customer Service Chatbot Effectiveness: The Effect of Dyadic Communication Traits on Customer Purchase Intention,No Abstract,Yang Li,Yang Li,Hefei University of Technology,Anhui,China
https://aisel.aisnet.org/jais/vol26/iss3/4,Journal of the Association for Information Systems,Enhancing Customer Service Chatbot Effectiveness: The Effect of Dyadic Communication Traits on Customer Purchase Intention,No Abstract,Qian Huang,Qian Huang,University of Science and Technology of China,Hefei,China
https://aisel.aisnet.org/jais/vol26/iss3/4,Journal of the Association for Information Systems,Enhancing Customer Service Chatbot Effectiveness: The Effect of Dyadic Communication Traits on Customer Purchase Intention,No Abstract,Hefu Liu,Hefu Liu,University of Science and Technology of China,Anhui,China
https://aisel.aisnet.org/jais/vol26/iss3/3,Journal of the Association for Information Systems,Computationally Intensive Research: Advancing a Role for Secondary Analysis of Qualitative Data,No Abstract,Kaveh Mohajeri,Kaveh Mohajeri,IESEG School of Management,Not Available,France
https://aisel.aisnet.org/jais/vol26/iss3/3,Journal of the Association for Information Systems,Computationally Intensive Research: Advancing a Role for Secondary Analysis of Qualitative Data,No Abstract,Amir Karami,Amir Karami,University of Alabama at Birmingham,Alabama,United States
https://aisel.aisnet.org/jais/vol26/iss3/2,Journal of the Association for Information Systems,Polarization or Bias: Take Your Click on Social Media,No Abstract,Debabrata Dey,Debabrata Dey,University of Kansas,Kansas,United States
https://aisel.aisnet.org/jais/vol26/iss3/2,Journal of the Association for Information Systems,Polarization or Bias: Take Your Click on Social Media,No Abstract,Atanu Lahiri,Atanu Lahiri,University of Texas at Dallas,Texas,United States
https://aisel.aisnet.org/jais/vol26/iss3/2,Journal of the Association for Information Systems,Polarization or Bias: Take Your Click on Social Media,No Abstract,Rajiv Mukherjee,Rajiv Mukherjee,Texas A&M University,Texas,United States
https://aisel.aisnet.org/jais/vol26/iss3/1,Journal of the Association for Information Systems,Achieving Reward-Based Crowdfunding Project Success: An Examination of Value Congruence,No Abstract,Bright Frimpong,Bright Frimpong,Washington and Lee University,Virginia,United States
https://aisel.aisnet.org/jais/vol26/iss3/1,Journal of the Association for Information Systems,Achieving Reward-Based Crowdfunding Project Success: An Examination of Value Congruence,No Abstract,Emmanuel Ayaburi,Emmanuel Ayaburi,Baylor University,Texas,United States
https://aisel.aisnet.org/jais/vol26/iss3/1,Journal of the Association for Information Systems,Achieving Reward-Based Crowdfunding Project Success: An Examination of Value Congruence,No Abstract,Francis Kofi Andoh-Baidoo,Francis Kofi Andoh-Baidoo,University of Texas Rio Grande Valley,Texas,United States
https://aisel.aisnet.org/jais/vol26/iss4/10,Journal of the Association for Information Systems,"Journal of the Association for Information Systems, 25 Years In: Letting a Thousand Flowers Bloom and Keeping the Fences",No Abstract,Monideepa Tarafdar,Monideepa Tarafdar,University of Massachusetts Amherst,Massachusetts,United States
https://aisel.aisnet.org/jais/vol26/iss4/10,Journal of the Association for Information Systems,"Journal of the Association for Information Systems, 25 Years In: Letting a Thousand Flowers Bloom and Keeping the Fences",No Abstract,Hui Hao,Hui Hao,University of Memphis,Tennessee,United States
https://aisel.aisnet.org/jais/vol26/iss4/10,Journal of the Association for Information Systems,"Journal of the Association for Information Systems, 25 Years In: Letting a Thousand Flowers Bloom and Keeping the Fences",No Abstract,Guohou Shan,Guohou Shan,Northeastern University,Massachusetts,United States
https://aisel.aisnet.org/jais/vol26/iss4/9,Journal of the Association for Information Systems,Corporate Nomads: Working at the Boundary Between Corporate Work and Digital Nomadism,No Abstract,Julian Marx,Julian Marx,The University of Melbourne,Victoria,Australia
https://aisel.aisnet.org/jais/vol26/iss4/9,Journal of the Association for Information Systems,Corporate Nomads: Working at the Boundary Between Corporate Work and Digital Nomadism,No Abstract,Milad Mirbabaie,Milad Mirbabaie,University of Bamberg,Bavaria,Germany
https://aisel.aisnet.org/jais/vol26/iss4/9,Journal of the Association for Information Systems,Corporate Nomads: Working at the Boundary Between Corporate Work and Digital Nomadism,No Abstract,Stefan Stieglitz,Stefan Stieglitz,University of Potsdam,Brandenburg,Germany
https://aisel.aisnet.org/jais/vol26/iss4/8,Journal of the Association for Information Systems,Persuading Chronically Ill Patients to Subscribe to Medical Services in Physician-Driven Online Health Communities,No Abstract,Yan Li,Yan Li,Central University of Finance and Economics,Beijing,China
https://aisel.aisnet.org/jais/vol26/iss4/8,Journal of the Association for Information Systems,Persuading Chronically Ill Patients to Subscribe to Medical Services in Physician-Driven Online Health Communities,No Abstract,Haiyun (Melody) Zou,Haiyun Zou,University of Warwick,Warwickshire,United Kingdom
https://aisel.aisnet.org/jais/vol26/iss4/8,Journal of the Association for Information Systems,Persuading Chronically Ill Patients to Subscribe to Medical Services in Physician-Driven Online Health Communities,No Abstract,Juhee Kwon,Juhee Kwon,City University of Hong Kong,Hong Kong,Hong Kong
https://aisel.aisnet.org/jais/vol26/iss4/8,Journal of the Association for Information Systems,Persuading Chronically Ill Patients to Subscribe to Medical Services in Physician-Driven Online Health Communities,No Abstract,Yulin Fang,Yulin Fang,University of Hong Kong,Hong Kong,Hong Kong
https://aisel.aisnet.org/jais/vol26/iss4/7,Journal of the Association for Information Systems,Data Control Coordination in the Formation of Ecosystems in Highly Regulated Sectors,No Abstract,Paolo Spagnoletti,Paolo Spagnoletti,Luiss University,Lazio,Italy
https://aisel.aisnet.org/jais/vol26/iss4/7,Journal of the Association for Information Systems,Data Control Coordination in the Formation of Ecosystems in Highly Regulated Sectors,No Abstract,Niloofar Kazemargi,Niloofar Kazemargi,D'Annunzio University,Abruzzo,Italy
https://aisel.aisnet.org/jais/vol26/iss4/7,Journal of the Association for Information Systems,Data Control Coordination in the Formation of Ecosystems in Highly Regulated Sectors,No Abstract,Panos Constantinides,Panos Constantinides,University of Manchester,Greater Manchester,United Kingdom
https://aisel.aisnet.org/jais/vol26/iss4/7,Journal of the Association for Information Systems,Data Control Coordination in the Formation of Ecosystems in Highly Regulated Sectors,No Abstract,Andrea Prencipe,Andrea Prencipe,Luiss University,Lazio,Italy
https://aisel.aisnet.org/jais/vol26/iss4/6,Journal of the Association for Information Systems,Capturing the “Social” in Social Networks: The Conceptualization and Empirical Application of Relational Quality,No Abstract,Christian Meske,Christian Meske,Ruhr University Bochum,North Rhine-Westphalia,Germany
https://aisel.aisnet.org/jais/vol26/iss4/6,Journal of the Association for Information Systems,Capturing the “Social” in Social Networks: The Conceptualization and Empirical Application of Relational Quality,No Abstract,Iris Junglas,Iris Junglas,College of Charleston,South Carolina,United States
https://aisel.aisnet.org/jais/vol26/iss4/6,Journal of the Association for Information Systems,Capturing the “Social” in Social Networks: The Conceptualization and Empirical Application of Relational Quality,No Abstract,Matthias Trier,Matthias Trier,University of Paderborn,North Rhine-Westphalia,Germany
https://aisel.aisnet.org/jais/vol26/iss4/6,Journal of the Association for Information Systems,Capturing the “Social” in Social Networks: The Conceptualization and Empirical Application of Relational Quality,No Abstract,Johannes Schneider,Johannes Schneider,University of Liechtenstein,Vaduz,Liechtenstein
https://aisel.aisnet.org/jais/vol26/iss4/6,Journal of the Association for Information Systems,Capturing the “Social” in Social Networks: The Conceptualization and Empirical Application of Relational Quality,No Abstract,Roope Jaakonmäki,Roope Jaakonmaki,Hilti Group,Unknown,Unknown
https://aisel.aisnet.org/jais/vol26/iss4/6,Journal of the Association for Information Systems,Capturing the “Social” in Social Networks: The Conceptualization and Empirical Application of Relational Quality,No Abstract,Jan vom Brocke,Jan Vom Brocke,University of Muenster,North Rhine-Westphalia,Germany
https://aisel.aisnet.org/jais/vol26/iss4/5,Journal of the Association for Information Systems,Why Do We Follow Virtual Influencer Recommendations? Three Theoretical Explanations from Brain Data Tested with Self-Reports,No Abstract,Anika Nissen,Anika Nissen,FernUniversität in Hagen,North Rhine-Westphalia,Germany
